,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 411.5)","(412.5, 593.5)","(596.5, 996.5)","(997.5, 1171.5)","(1172.5, 1389.5)","(1390.5, 1517.5)","(1518.5, 2101.5)","(2102.5, 2345.5)"
"Time length, sec",401.0,181.0,400.0,174.0,217.0,127.0,583.0,243.0
Number of epochs,348,159,336,152,179,115,506,222
