,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 61.5)","(62.5, 116.5)","(117.5, 223.5)","(224.5, 770.5)","(771.5, 927.5)","(928.5, 1059.5)","(1060.5, 1112.5)","(1113.5, 1172.5)","(1173.5, 1238.5)","(1239.5, 1304.5)"
"Time length, sec",53.0,54.0,106.0,546.0,156.0,131.0,52.0,59.0,65.0,65.0
Number of epochs,52,51,96,485,145,120,50,53,65,63
