,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 151.5)","(152.5, 213.5)","(214.5, 297.5)","(298.5, 506.5)","(507.5, 698.5)","(699.5, 816.5)","(818.5, 1001.5)","(1002.5, 1141.5)","(1142.5, 1232.5)","(1233.5, 1304.5)"
"Time length, sec",143.0,61.0,83.0,208.0,191.0,117.0,183.0,139.0,90.0,71.0
Number of epochs,134,55,74,186,170,108,170,128,86,69
