,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 234.5)","(235.5, 422.5)","(424.5, 666.5)","(668.5, 918.5)","(919.5, 999.5)","(1000.5, 1379.5)","(1380.5, 2117.5)","(2119.5, 2345.5)"
"Time length, sec",224.0,187.0,242.0,250.0,80.0,379.0,737.0,226.0
Number of epochs,199,160,208,208,71,321,643,207
