,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(6.5, 375.5)","(376.5, 722.5)","(723.5, 928.5)","(931.5, 1603.5)","(1604.5, 2137.5)","(2138.5, 2557.5)","(2558.5, 2698.5)","(2699.5, 2847.5)","(2848.5, 3186.5)"
"Time length, sec",369.0,346.0,205.0,672.0,533.0,419.0,140.0,148.0,338.0
Number of epochs,349,316,194,632,492,385,126,142,320
