,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 61.5)","(62.5, 116.5)","(117.5, 244.5)","(245.5, 763.5)","(765.5, 825.5)","(826.5, 946.5)","(947.5, 1059.5)","(1060.5, 1156.5)","(1161.5, 1238.5)","(1239.5, 1304.5)"
"Time length, sec",53.0,54.0,127.0,518.0,60.0,120.0,112.0,96.0,77.0,65.0
Number of epochs,52,51,114,461,57,113,101,91,77,63
