,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 80.5)","(81.5, 297.5)","(298.5, 463.5)","(464.5, 628.5)","(629.5, 715.5)","(716.5, 835.5)","(836.5, 1026.5)","(1027.5, 1112.5)","(1113.5, 1243.5)","(1244.5, 1304.5)"
"Time length, sec",72.0,216.0,165.0,164.0,86.0,119.0,190.0,85.0,130.0,60.0
Number of epochs,67,196,147,145,79,110,175,80,123,58
