,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(9.9, 42.7)","(45.1, 263.5)","(264.3, 455.5)","(456.3, 511.5)","(513.1, 620.3)","(621.1, 707.5)","(708.3, 771.5)","(772.3, 877.1)","(877.9, 938.7)"
"Time length, sec",32.800000000000004,218.4,191.2,55.19999999999999,107.19999999999993,86.39999999999998,63.200000000000045,104.80000000000007,60.80000000000007
Number of epochs,39,243,210,68,122,102,73,119,70
