,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 434.5)","(436.5, 646.5)","(647.5, 859.5)","(860.5, 1240.5)","(1242.5, 1555.5)","(1557.5, 1661.5)","(1663.5, 2188.5)","(2189.5, 2345.5)"
"Time length, sec",424.0,210.0,212.0,380.0,313.0,104.0,525.0,156.0
Number of epochs,370,178,180,324,269,95,457,144
