,0,1,2,3,4,5,6,7
"Start-end time, sec","(6.5, 138.5)","(139.5, 496.5)","(497.5, 821.5)","(822.5, 1098.5)","(1099.5, 1433.5)","(1434.5, 1559.5)","(1560.5, 1780.5)","(1781.5, 1905.5)"
"Time length, sec",132.0,357.0,324.0,276.0,334.0,125.0,220.0,124.0
Number of epochs,128,342,302,270,320,117,212,119
