,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(9.9, 89.1)","(89.9, 247.5)","(248.3, 455.5)","(456.3, 507.5)","(508.3, 607.5)","(608.3, 707.5)","(708.3, 771.5)","(772.3, 877.1)","(877.9, 938.7)"
"Time length, sec",79.19999999999999,157.6,207.2,51.19999999999999,99.19999999999999,99.20000000000005,63.200000000000045,104.80000000000007,60.80000000000007
Number of epochs,92,171,229,63,111,118,73,119,70
