,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 171.5)","(172.5, 515.5)","(516.5, 1124.5)","(1125.5, 1204.5)","(1205.5, 1443.5)","(1444.5, 1772.5)","(1774.5, 2110.5)","(2111.5, 2345.5)"
"Time length, sec",161.0,343.0,608.0,79.0,238.0,328.0,336.0,234.0
Number of epochs,143,298,515,69,198,283,297,214
