,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 89.5)","(90.5, 219.5)","(220.5, 285.5)","(286.5, 763.5)","(765.5, 938.5)","(939.5, 1005.5)","(1006.5, 1059.5)","(1060.5, 1116.5)","(1117.5, 1172.5)","(1173.5, 1304.5)"
"Time length, sec",81.0,129.0,65.0,477.0,173.0,66.0,53.0,56.0,55.0,131.0
Number of epochs,76,119,56,427,162,61,48,53,50,128
