,Feature,IV,IVs
19,feature-0 betti-2 percentile-90,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
20,feature-0 betti-2 kurtosis,0.237846361130453,"[0.3263578722821987, 0.06014818085110236, 0.22740254886387065, 0.08465629278594872, 0.4951299777216047, 0.3081957996887178, 0.13550655911002463, 0.31217962198506205, 0.19104039688554716]"
21,feature-0 betti-2 skew,0.1126227737746599,"[0.22835507404633176, 0.061568724723802086, 0.03270917942169388, 0.014439805340816498, 0.05005496925242018, 0.1102192895628218, 0.016357954966924968, 0.14149709003454458, 0.35840287662258324]"
22,feature-0 entropy-1,0.575444873398948,"[1.0164908987842702, 0.24828570613991585, 0.23052027517508542, 0.19358144826571913, 0.6383264627722516, 2.0544054686675404, 0.4980497094578398, 0.13022842008026211, 0.16911547124764703]"
23,feature-0 entropy-2,0.35651158329458227,"[0.9106827061217204, 0.05818040181594156, 0.48246518834329755, 0.07771919826844419, 0.3272843420873682, 0.2543333552214709, 0.1310218844286446, 0.5138730984461926, 0.45304407491816095]"
24,feature-0 numberofpoints-1,0.5160191525121542,"[1.0568186735970682, 0.19961683524505017, 0.2651231956767351, 0.15412242625170025, 0.43864803329054425, 1.7307980069022706, 0.44800966060426034, 0.04640970334609744, 0.3046258376956622]"
25,feature-0 numberofpoints-2,0.30187549137169045,"[0.6650709152067474, 0.05937224913393142, 0.2947324228198765, 0.07591399457950007, 0.26832321486512056, 0.28936930357601626, 0.18474615181653609, 0.5372407168364217, 0.3421104535110636]"
26,feature-0 bottleneck-amplitude-1,0.5979470083646885,"[0.7805425928468064, 0.20762955865678975, 0.626717813066345, 0.556428567100081, 0.35547403615135836, 1.2588766842926733, 0.28795259210611474, 0.8989718145016192, 0.40892941656040827]"
27,feature-0 bottleneck-amplitude-2,0.21014211121340265,"[0.09505585600993141, 0.06391916423128015, 0.3175006615592178, 0.07458093526813446, 0.14147856344211823, 0.6225520170216066, 0.13605585837679868, 0.23177215249636687, 0.20836379251516976]"
28,feature-0 bottleneck-amplitude-norm,0.592144217518014,"[0.7272950439903175, 0.2924203805980512, 0.5699749292014674, 0.5050956571820269, 0.33481425808133886, 1.2604876000019916, 0.2674825170579138, 1.0112276966298959, 0.3604998749191236]"
29,feature-0 wasserstein-amplitude-1,0.614658862558114,"[0.8059285684647735, 0.49367810067477286, 0.4812319875943961, 0.274166889369045, 0.4843415329327819, 0.9767636183196919, 0.3191471572671129, 1.2091745166001044, 0.4874973918003474]"
30,feature-0 wasserstein-amplitude-2,0.21111578719092464,"[0.13081572579229364, 0.05038617517750458, 0.23111563662938658, 0.0976151327725282, 0.2035454111500866, 0.6819649211816723, 0.12050447222304686, 0.2721908062934698, 0.11190380349833308]"
31,feature-0 wasserstein-amplitude-norm,0.6153039602090564,"[0.800165940026005, 0.49515193096111115, 0.4812319875943961, 0.29124980226513386, 0.48761495388568177, 0.9761053639599595, 0.2963060910909496, 1.1889970112485757, 0.5209125608496948]"
32,feature-0 betti-amplitude-1,0.5539130531864502,"[0.6824765856144275, 0.43075176777591523, 0.2147583914287828, 0.14617043390097972, 0.15937667266053657, 2.0179300882782796, 0.6889511525967936, 0.43498181322270313, 0.20982057319963385]"
33,feature-0 betti-amplitude-2,0.2514647666319756,"[0.4531999853772453, 0.08820260765667058, 0.14082771293654278, 0.19662626865892122, 0.33821874362567983, 0.5536673989064876, 0.050210907412911815, 0.22294020213361276, 0.21928907297970823]"
34,feature-0 betti-amplitude-norm,0.5524486877090534,"[0.6659976117488051, 0.42476424648368705, 0.21310150584492638, 0.1506187195922935, 0.16442193245024675, 2.029812422361735, 0.6834115374936218, 0.4334344591536837, 0.20647575425248155]"
35,feature-0 landscape-amplitude-1,0.6047529750931744,"[0.8582463502831674, 0.28753437955385924, 0.6278509170961132, 0.4016387429726045, 0.40618567845635944, 1.315544824220912, 0.3288261431508404, 0.8351965394357915, 0.38175320066892215]"
36,feature-0 landscape-amplitude-2,0.18349148105553809,"[0.08978700894590724, 0.07167552569711479, 0.2770849945220553, 0.06829757892019123, 0.1404048692173955, 0.5600802464446855, 0.08065438507807854, 0.16925550842235962, 0.19418321225205526]"
37,feature-0 landscape-amplitude-norm,0.6068409208471918,"[0.8582463502831674, 0.261568399732179, 0.6655271095243456, 0.39074263675974175, 0.4435498200451037, 1.3005506882775868, 0.32224944691262014, 0.8552338842290786, 0.36389995186090207]"
38,feature-0 silhouette-amplitude-1,0.6347789691683905,"[1.0418795293917542, 0.17570215833240024, 0.49505904834556774, 0.37712972714987103, 0.5886868437455124, 1.4402163664817154, 0.4510114996203471, 0.662365329865249, 0.4809602195830977]"
39,feature-0 silhouette-amplitude-2,0.19699602569713737,"[0.2353537631172325, 0.06399527640720268, 0.21898254104493037, 0.07535998806039186, 0.2315280415704148, 0.4264583024463199, 0.11017577426321515, 0.21748156817194594, 0.19362897619258312]"
40,feature-0 silhouette-amplitude-norm,0.6350987602330429,"[1.088651180892754, 0.17585885052063452, 0.4191694161186632, 0.3165893645006952, 0.6196028008493244, 1.4841226104616996, 0.42332464571735273, 0.7418314599621199, 0.4467385130741419]"
41,feature-0 life-all max,0.5979470083646885,"[0.7805425928468064, 0.20762955865678975, 0.626717813066345, 0.556428567100081, 0.35547403615135836, 1.2588766842926733, 0.28795259210611474, 0.8989718145016192, 0.40892941656040827]"
42,feature-0 life-all mean,0.5751402664270227,"[0.8405458555003398, 0.24939127083144316, 0.45035450765986834, 0.16328094901505624, 0.5337603697538358, 0.6574246951840871, 0.4527454695976386, 1.2749997143591105, 0.5537595659418245]"
43,feature-0 life-all std,0.6397659737933902,"[1.127819180287505, 0.17917768588794805, 0.4206933476266768, 0.3345597097111268, 0.6000152865851351, 1.285567746415044, 0.363951642475393, 0.8547325652312502, 0.5913765999204339]"
44,feature-0 life-all sum,0.4869998310730586,"[0.3526978574199966, 0.3726838222473975, 0.3891695332001902, 0.10734677433875263, 0.36381083400330333, 0.6242276219710299, 0.43721231727743615, 1.2301389008795542, 0.5057108183198674]"
45,feature-0 life-all norm,0.6153039602090564,"[0.800165940026005, 0.49515193096111115, 0.4812319875943961, 0.29124980226513386, 0.48761495388568177, 0.9761053639599595, 0.2963060910909496, 1.1889970112485757, 0.5209125608496948]"
46,feature-0 life-all percentile-25,0.33515755826483795,"[0.11701965728704447, 0.20189391077666433, 0.4743503339624334, 0.024244003168240966, 0.4128638820476817, 0.28860752199188744, 0.35848547919393675, 0.8136356265164982, 0.32531760943915433]"
47,feature-0 life-all median,0.4162394858113023,"[0.16194299217016989, 0.294228944691619, 0.4638890507491733, 0.07274198251511942, 0.4116385753399721, 0.3045034450387614, 0.5290271827253903, 0.9888984226869942, 0.5192847763845211]"
48,feature-0 life-all percentile-75,0.4986679726954052,"[0.4882536803766147, 0.30114013536579043, 0.6804782671229281, 0.05652654100913993, 0.3464356526523672, 0.2675164988000116, 0.36126124067228194, 1.2270013914288547, 0.7593983468306582]"
49,feature-0 life-all percentile-90,0.5252629320749116,"[0.962515195452172, 0.25505994517925207, 0.5048807412758243, 0.16125085704142045, 0.6538721416901494, 0.3293730383100842, 0.3212976608979875, 0.8500285799820072, 0.689088228845308]"
50,feature-0 life-all kurtosis,0.20176672529485015,"[0.3308015825879895, 0.058926409248433426, 0.7426652568196459, 0.024960454715083256, 0.10044541743070143, 0.2609284372014976, 0.06321579605893984, 0.10448352047940872, 0.12947365311195158]"
51,feature-0 life-all skew,0.2476479765778979,"[0.41571807613207756, 0.04310499722033223, 0.6751438343581219, 0.06271238892089386, 0.12793118249214372, 0.4259225383760794, 0.08348694487589646, 0.203425669242578, 0.19138615758295796]"
52,feature-0 life-1 max,0.5979470083646885,"[0.7805425928468064, 0.20762955865678975, 0.626717813066345, 0.556428567100081, 0.35547403615135836, 1.2588766842926733, 0.28795259210611474, 0.8989718145016192, 0.40892941656040827]"
53,feature-0 life-1 mean,0.5588045224542045,"[0.8355251024926296, 0.20748890720735919, 0.31727126904544967, 0.20925197570542586, 0.6095972526905796, 0.6804544393639992, 0.4790051808785317, 1.0323944479778453, 0.6582521267260207]"
54,feature-0 life-1 std,0.6363787571236178,"[1.124495789382128, 0.1926035747504501, 0.4206933476266768, 0.3195352863563393, 0.6123681426329681, 1.3673397308358521, 0.36150317185635106, 0.7615273989948664, 0.5673423716769281]"
55,feature-0 life-1 sum,0.5145566146456771,"[0.40488081775385487, 0.46686671487270043, 0.3857758999670071, 0.09740042149949063, 0.44056508522774157, 0.4754142016441973, 0.4349886191182865, 1.396042496733008, 0.5290752749948083]"
56,feature-0 life-1 norm,0.614658862558114,"[0.8059285684647735, 0.49367810067477286, 0.4812319875943961, 0.274166889369045, 0.4843415329327819, 0.9767636183196919, 0.3191471572671129, 1.2091745166001044, 0.4874973918003474]"
57,feature-0 life-1 percentile-25,0.2500409025550776,"[0.0875038467393354, 0.15815047922916703, 0.38865626469262715, 0.006329399371397964, 0.26560706027408987, 0.3727397069161411, 0.30769198353819355, 0.4927580828122998, 0.1709312994224462]"
58,feature-0 life-1 median,0.3320573161670826,"[0.13618736343465662, 0.19489175682907517, 0.24106856898829687, 0.06404037484704542, 0.3586420842327204, 0.31738727864251315, 0.4422756842207528, 0.7861876559909512, 0.4478350783177318]"
59,feature-0 life-1 percentile-75,0.44168069267314397,"[0.34391643999509103, 0.24261465873326926, 0.5788299051398997, 0.08342613365079163, 0.2573149789885235, 0.33894401365807536, 0.40393835592052446, 1.2401398556532939, 0.4860018923188266]"
60,feature-0 life-1 percentile-90,0.48402892294754474,"[0.8999260775844038, 0.1519284735820403, 0.46359187457776335, 0.14643296661317967, 0.6215999573350087, 0.3573339988043438, 0.40402657946538206, 0.7174434198459019, 0.5939769587198789]"
61,feature-0 life-1 kurtosis,0.20097825200413583,"[0.3651944108491161, 0.07118019053079881, 0.6466473053944791, 0.04749803006068047, 0.0548799919932622, 0.22863155043364405, 0.08231967409007511, 0.11918378824425324, 0.19326932644091327]"
62,feature-0 life-1 skew,0.2694565980196338,"[0.4777735824796245, 0.027826568828293534, 0.7887335462970149, 0.05035388571467809, 0.1742260955769412, 0.37459690465166207, 0.07674713820538989, 0.23365317345875147, 0.2211984869643486]"
63,feature-0 life-2 max,0.21014211121340265,"[0.09505585600993141, 0.06391916423128015, 0.3175006615592178, 0.07458093526813446, 0.14147856344211823, 0.6225520170216066, 0.13605585837679868, 0.23177215249636687, 0.20836379251516976]"
64,feature-0 life-2 mean,0.25302817685121404,"[0.18568153904576484, 0.14145267241795237, 0.42860430525760296, 0.05814971997114809, 0.14094544390887326, 0.4951736151305461, 0.12879236241185782, 0.4039169772993747, 0.29453695621780607]"
65,feature-0 life-2 std,0.21624111963444653,"[0.2849537635370102, 0.04202452626232872, 0.2371795392092062, 0.11402686175903813, 0.1500039535504169, 0.5969320932729183, 0.1322613010147353, 0.23748902236484803, 0.1512990157395169]"
66,feature-0 life-2 sum,0.259239203357995,"[0.3255822145662375, 0.08004142900816018, 0.5769963097859295, 0.17230157364171617, 0.16890281867333753, 0.6235294552028205, 0.03664884780405186, 0.21313915527252458, 0.13601102626717715]"
67,feature-0 life-2 norm,0.21111578719092464,"[0.13081572579229364, 0.05038617517750458, 0.23111563662938658, 0.0976151327725282, 0.2035454111500866, 0.6819649211816723, 0.12050447222304686, 0.2721908062934698, 0.11190380349833308]"
68,feature-0 life-2 percentile-25,0.16521760470932395,"[0.3063980827562902, 0.15163890828974144, 0.28903745180832985, 0.06461831659011506, 0.05698877144948712, 0.15294582347426922, 0.08337496149582453, 0.26774852643326696, 0.11420760008659128]"
69,feature-0 life-2 median,0.1997393653313776,"[0.22695835521916694, 0.21833716751344037, 0.1839785237536705, 0.038429803127607944, 0.29969899147393897, 0.2099425283659787, 0.1439277256657158, 0.2688908483458483, 0.2074903445170308]"
70,feature-0 life-2 percentile-75,0.2346676799468995,"[0.2204689194621796, 0.1891814288151296, 0.47282941475167595, 0.026829494247611326, 0.11732513031886982, 0.33925936155337305, 0.17459478109276697, 0.2396438260342398, 0.33187676324624926]"
71,feature-0 life-2 percentile-90,0.22655640097955532,"[0.274448569081267, 0.07924494338872923, 0.28652927969757397, 0.07870204176430068, 0.1317471734552535, 0.573366616722597, 0.1356381933132123, 0.2558747730737286, 0.22345601831933537]"
72,feature-0 life-2 kurtosis,0.1296451966284988,"[0.22852923353632962, 0.11220162298792347, 0.0981677254927468, 0.08060111666270248, 0.09396793716760295, 0.23348578941290088, 0.044522245090678224, 0.16820592163871684, 0.10712517766688809]"
73,feature-0 life-2 skew,0.13197900160657086,"[0.15829229235295786, 0.062090383049611064, 0.33177562794760573, 0.05357054232998311, 0.12506578991361988, 0.21192681424685347, 0.03911984101063417, 0.10757142607732367, 0.09839829753054874]"
74,feature-0 bd2-all max,0.44892325747066203,"[0.7898794742712392, 0.22357579072507688, 0.5311667506852271, 0.16158116476125906, 0.39689552293161395, 0.5806794030300062, 0.13104382930139732, 0.798729383167213, 0.42675799836292516]"
75,feature-0 bd2-all mean,0.44423990837172034,"[0.3290649657192282, 0.2832399335249723, 0.663035217378015, 0.18300045472442109, 0.2884776889599051, 0.17893072878184602, 0.31295626857763964, 1.1040292421826914, 0.6554246754967649]"
76,feature-0 bd2-all std,0.4692370153627398,"[1.1044963794397722, 0.08074008527743495, 0.6438467287586449, 0.15593034930229052, 0.4243500571012734, 0.7464785896559774, 0.17999654674957163, 0.46590211332081877, 0.4213922886588742]"
77,feature-0 bd2-all sum,0.5232793573774293,"[0.5268752476841367, 0.3275033231865879, 0.40335235911125833, 0.15051555165775304, 0.36094811830364104, 1.7160913635867248, 0.46017540269372814, 0.5365852180219608, 0.2274676321510724]"
78,feature-0 bd2-all norm,0.46241664289778256,"[0.2806066721632942, 0.30035468687476596, 0.3547262413188522, 0.10958831896652305, 0.3796017974853491, 0.6747004800001486, 0.41456663761345947, 1.1297615714234914, 0.5178433802341591]"
79,feature-0 bd2-all percentile-25,0.48105303769590513,"[0.2562070332057146, 0.4179448682507375, 0.4496058742020199, 0.1709639902517844, 0.24834524940667593, 0.4756464441295277, 0.5676141855935146, 1.147685156835852, 0.5954645373873201]"
80,feature-0 bd2-all median,0.41288132952163376,"[0.1823202428373225, 0.3417476992452824, 0.4945793519149322, 0.11444387083462305, 0.2609059163066998, 0.17469608689306204, 0.43930312363107826, 1.0707025218964348, 0.6372331521352687]"
81,feature-0 bd2-all percentile-75,0.41906830335855116,"[0.39340018769914753, 0.26145849573109253, 0.6957065223651742, 0.08647622449465533, 0.39822952483232754, 0.09451122668853006, 0.34337225333217447, 0.9727443262174188, 0.5257159688664403]"
82,feature-0 bd2-all percentile-90,0.41148825654154975,"[0.5439985892921947, 0.15195842038256527, 0.6136031791533628, 0.08436311646104834, 0.4636349746259223, 0.15352370946611296, 0.1519634589943246, 1.0318488600088433, 0.5085000004895731]"
83,feature-0 bd2-all kurtosis,0.13253683740659594,"[0.16918094343889983, 0.08635308218942264, 0.19349462829798256, 0.033580845337713036, 0.06041787516686065, 0.2769035694702632, 0.08719301728919127, 0.22417874332641516, 0.06152883214261507]"
84,feature-0 bd2-all skew,0.17000369706648774,"[0.38323274227001136, 0.06621465374891194, 0.21251566745452422, 0.04190347349122732, 0.10225818467155914, 0.33597900805615943, 0.049948398777904794, 0.2003530799811365, 0.137628065146955]"
85,feature-0 bd2-1 max,0.4481994067265577,"[0.8381183863616849, 0.16388096599085167, 0.748164893978568, 0.12389877705086184, 0.49444596260469936, 0.5466852110084253, 0.05199961520114688, 0.6946238033143378, 0.37197704502844364]"
86,feature-0 bd2-1 mean,0.46547611799618416,"[0.3423779691223696, 0.34824700647103424, 0.5625863752550033, 0.1965475078397116, 0.3394793463642869, 0.09411278758655116, 0.34773024614542325, 1.2540187991619076, 0.7041850240193694]"
87,feature-0 bd2-1 std,0.4463435931871127,"[1.0878731692495882, 0.0781579845940644, 0.5336892135350734, 0.09951361238050545, 0.43323202038046704, 0.7579732022581226, 0.09055250940492032, 0.5204045131577802, 0.4156961137234929]"
88,feature-0 bd2-1 sum,0.7502423368771565,"[0.6846310152674702, 0.671619800092611, 0.605313778261086, 0.15683799563145437, 0.45407584926671424, 2.280413849387674, 0.7582782454780056, 0.8736329200253258, 0.2673775784840664]"
89,feature-0 bd2-1 norm,0.6175818293730182,"[0.2665154372908817, 0.549964326300575, 0.5169066205392203, 0.09227243639309196, 0.5213769259480404, 1.0964629436854483, 0.5628206798015428, 1.3585975535264496, 0.5933195408719123]"
90,feature-0 bd2-1 percentile-25,0.5090594466480806,"[0.24475234392449022, 0.45319126004327115, 0.44786830343520817, 0.20458981170485185, 0.2385530876424355, 0.5317231207142477, 0.6079023403188631, 1.264997502311696, 0.5879572497376615]"
91,feature-0 bd2-1 median,0.46317734530206145,"[0.2224411775384776, 0.38207768863160063, 0.47191455647721553, 0.1582837529020224, 0.28156247248573163, 0.16710783383277739, 0.5721858742996647, 1.1592669962037747, 0.7537557553472879]"
92,feature-0 bd2-1 percentile-75,0.4530426003125371,"[0.36621756967753516, 0.22901379892048498, 0.6619741447991426, 0.1660700921622456, 0.36051027509457995, 0.1355442349440251, 0.3657883162736993, 1.1543760790209519, 0.637888891920169]"
93,feature-0 bd2-1 percentile-90,0.40463764054637447,"[0.4671312368558207, 0.20881587472144716, 0.5032404065256908, 0.10385181039190243, 0.3309508200606761, 0.19668884159766192, 0.18054999563360258, 1.0722049078938825, 0.5783048712366861]"
94,feature-0 bd2-1 kurtosis,0.1740719376550668,"[0.22915483375914011, 0.08560795670144777, 0.24811504620008532, 0.05505754667180108, 0.2600026154950206, 0.29789221893941464, 0.06883875718165167, 0.22077721578305115, 0.1012012481639887]"
95,feature-0 bd2-1 skew,0.19013423400696214,"[0.23196036571976372, 0.013698942799285744, 0.29493364553838775, 0.05037707386901353, 0.21718234947469967, 0.5061436631697979, 0.1357075134344119, 0.04950612566639053, 0.21169842639090852]"
96,feature-0 bd2-2 max,0.3599602319508369,"[0.6995972925112481, 0.20183597744230253, 0.32538612342631373, 0.15840871953521174, 0.24435605483372455, 0.4142388264819967, 0.13010454915518585, 0.7390192777098622, 0.32669526646168634]"
97,feature-0 bd2-2 mean,0.417852630131095,"[0.6896884444112239, 0.11845845848780581, 0.5130271280892751, 0.054826811060793366, 0.456950762636777, 0.20812826190662176, 0.2544476626480105, 0.9023665989888197, 0.5627795429505278]"
98,feature-0 bd2-2 std,0.32437027910395155,"[0.6841574787495113, 0.026975878816303412, 0.20398040149263227, 0.07082454048067896, 0.32877000476311663, 0.49172438057489537, 0.19893910361739545, 0.4031868601766504, 0.5107738632643806]"
99,feature-0 bd2-2 sum,0.2079135999219854,"[0.42600116987825987, 0.05940008068337109, 0.3313700520047662, 0.07141527823630876, 0.25364476903190797, 0.3267281396270803, 0.14680246318964582, 0.1604138937435515, 0.0954465529029774]"
100,feature-0 bd2-2 norm,0.19295747083064235,"[0.09039156761809153, 0.058448107720537386, 0.3393830119726181, 0.10713008244450802, 0.19955456512164527, 0.33047454110530833, 0.02780438671379478, 0.3093376668296013, 0.27409330794967646]"
101,feature-0 bd2-2 percentile-25,0.3385655148796592,"[0.43676262206926375, 0.13698716383336984, 0.26314933915516286, 0.06734343343109013, 0.2388013992592627, 0.24055480783410618, 0.3618587302187922, 0.6951847224398875, 0.606447415675998]"
102,feature-0 bd2-2 median,0.3914534759441894,"[0.5169107019372201, 0.17324474304008675, 0.560879536705611, 0.04896525816392981, 0.3786952981217896, 0.13354549809550673, 0.3863595399782752, 0.8674952373576891, 0.4569854700975962]"
103,feature-0 bd2-2 percentile-75,0.4034178893891384,"[0.5457388074543068, 0.1308981731833867, 0.6746060917826548, 0.04538290455689944, 0.4763416288304264, 0.2599808410550312, 0.23385530804937696, 0.7966303118952889, 0.4673269376948746]"
104,feature-0 bd2-2 percentile-90,0.3835678902707382,"[0.8834853708570383, 0.14993639735893433, 0.27515709552802187, 0.11023097358025907, 0.4598160076761024, 0.3219064816154711, 0.156350094538781, 0.7539363316185287, 0.34129225966350674]"
105,feature-0 bd2-2 kurtosis,0.1719338527781167,"[0.37753152422534386, 0.11680502345089278, 0.14274875240771953, 0.049568348143130284, 0.2233958364025685, 0.16793797311052402, 0.09330957718911369, 0.24071711313625804, 0.13539052693749967]"
106,feature-0 bd2-2 skew,0.15556095473210646,"[0.12219926293312743, 0.07108077585137147, 0.2297080478898716, 0.041073815578906034, 0.2661503472210109, 0.18610379541100006, 0.05721231718327082, 0.20166148905925546, 0.22485874146114426]"
107,feature-1 betti-1 max,0.3097561617464461,"[0.4936043952081902, 0.07158790331241377, 0.2945904320266073, 0.1097046694554595, 0.42140587749595604, 0.9379677539886204, 0.2472259648097166, 0.11694860347169299, 0.0947698559493581]"
108,feature-1 betti-1 mean,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
109,feature-1 betti-1 std,0.3853509323720503,"[0.7541938851270128, 0.045181054445873885, 0.3193176932379464, 0.14682582985227122, 0.47652655510718145, 1.0934728025918974, 0.3420677525704453, 0.11634134115748598, 0.17423147725833837]"
110,feature-1 betti-1 sum,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
111,feature-1 betti-1 norm,0.3853509323720503,"[0.7541938851270128, 0.045181054445873885, 0.3193176932379464, 0.14682582985227122, 0.47652655510718145, 1.0934728025918974, 0.3420677525704453, 0.11634134115748598, 0.17423147725833837]"
112,feature-1 betti-1 percentile-25,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
113,feature-1 betti-1 median,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
114,feature-1 betti-1 percentile-75,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
115,feature-1 betti-1 percentile-90,0.025575662268008514,"[0.014749292314408491, 0.004292464524151572, 0.074084538505305, 0.001836249164169055, 0.024982288760858215, 0.0071992914878435, 0.004071213844333951, 0.0064583734520643355, 0.0925072483589425]"
116,feature-1 betti-1 kurtosis,0.22309808608634368,"[0.3466110393189401, 0.04331806725578996, 0.4437013274070659, 0.1029713959670197, 0.30516423429111095, 0.04943886138088344, 0.03649237436321634, 0.36099625253230466, 0.31918922226076185]"
117,feature-1 betti-1 skew,0.1288032302169249,"[0.10898936671657167, 0.05269233973854775, 0.324910986441651, 0.045806655736126994, 0.1444953926795914, 0.12326972761822935, 0.05618411461192166, 0.11416812102054998, 0.18871236738913416]"
118,feature-1 betti-2 max,0.13283028577616615,"[0.16137063458955897, 0.05240629864097303, 0.2075564858906639, 0.04074609573494717, 0.10472336920184942, 0.27015695501882087, 0.06594757195165593, 0.15681309090461618, 0.13575207005241]"
119,feature-1 betti-2 mean,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
120,feature-1 betti-2 std,0.17379771466212307,"[0.20495532900066368, 0.07078027327827537, 0.27064752711892726, 0.08015513979080155, 0.044309123664722554, 0.3690486421636191, 0.08611829646306034, 0.16738052636529177, 0.270784574113746]"
121,feature-1 betti-2 sum,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
122,feature-1 betti-2 norm,0.17379771466212307,"[0.20495532900066368, 0.07078027327827537, 0.27064752711892726, 0.08015513979080155, 0.044309123664722554, 0.3690486421636191, 0.08611829646306034, 0.16738052636529177, 0.270784574113746]"
123,feature-1 betti-2 percentile-25,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
124,feature-1 betti-2 median,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
125,feature-1 betti-2 percentile-75,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
126,feature-1 betti-2 percentile-90,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
127,feature-1 betti-2 kurtosis,0.16265103116474064,"[0.2491413188922046, 0.11106097593820885, 0.2836916138736758, 0.04421663651103892, 0.15530925644541405, 0.16738853287694505, 0.08138874333897314, 0.21750175067207397, 0.15416045193413147]"
