,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(9.9, 80.3)","(81.1, 193.1)","(193.9, 261.9)","(262.7, 449.9)","(450.7, 505.1)","(505.9, 620.3)","(621.1, 758.7)","(759.5, 877.1)","(877.9, 938.7)"
"Time length, sec",70.39999999999999,112.0,67.99999999999997,187.2,54.400000000000034,114.39999999999998,137.60000000000002,117.60000000000002,60.80000000000007
Number of epochs,81,122,77,206,66,130,160,134,70
