,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 170.5)","(171.5, 700.5)","(701.5, 750.5)","(751.5, 1289.5)","(1292.5, 1465.5)","(1468.5, 1596.5)","(1597.5, 2110.5)","(2111.5, 2345.5)"
"Time length, sec",160.0,529.0,49.0,538.0,173.0,128.0,513.0,234.0
Number of epochs,142,451,42,454,155,114,445,214
