Stat,unique_values,score,normalized_score,IV,normalized_iv,QSDA_IDX,IV_IDX,IDX_DIFF
norm-1,2311.1223529411764,1.2149018990488596,0.23432808486769163,0.1721373512146568,0.22805149160185154,2489.1294117647058,2021.3788235294119,467.7505882352941
sum,2311.1223529411764,1.2149018990488596,0.23432808486769163,0.1721373512146568,0.22805149160185154,2488.915294117647,2021.5623529411764,467.3529411764706
norm-2,2311.1317647058822,1.3567876565257089,0.2628593632718974,0.18383675982003225,0.2435511351393445,2259.4211764705883,1924.3317647058823,335.08941176470586
max,2310.8305882352943,1.495131688437211,0.2906784492761527,0.15822051961003003,0.2096141554664231,2070.898823529412,2163.364705882353,-92.46588235294118
mean,2311.12,1.535821837220969,0.2988606797121244,0.19701099429429186,0.2610046616480737,2011.1505882352942,1813.7435294117647,197.4070588235294
std,2310.284705882353,1.5809984817377132,0.3079450828615058,0.14470908747872369,0.19171390180573336,1954.9929411764706,2310.3223529411766,-355.32941176470587
