Algorithm,unique_values,score,normalized_score,IV,normalized_iv,QSDA_IDX,IV_IDX,IDX_DIFF
entropy,2808.2676056338028,0.6807766216269929,0.1266330789129457,0.17575036745326514,0.23283809797508925,3235.9859154929577,1873.2957746478874,1362.6901408450703
amplitude-wasserstein-1,2811.368794326241,0.832473483727267,0.1571372357965816,0.22532130042222245,0.2985108013360758,2993.3617021276596,1268.9929078014184,1724.3687943262412
life,2810.745283018868,1.172882758601262,0.22558886875479772,0.21019149696891312,0.2784664924117019,2504.2154088050315,1459.2405660377358,1044.9748427672955
bd2,2810.875786163522,1.248075178951042,0.24070903244871664,0.26177801246180127,0.34680948550228846,2383.14465408805,1011.6320754716982,1371.5125786163521
amplitude-wasserstein-2,2811.3971631205673,1.2801721630443998,0.2471632954092,0.2382246504473275,0.3156054539441348,2332.468085106383,1128.2978723404256,1204.1702127659576
landscape,1813.1784037558687,1.352039357934886,0.2621929289921971,0.11057943542402246,0.14649815981827277,2285.5798122065726,2789.4272300469484,-503.8474178403756
amplitude-bottleneck,2810.758865248227,1.4332439854215784,0.27794393793278105,0.16537340609317336,0.21909046273052993,2132.659574468085,1988.7021276595744,143.95744680851064
amplitude-landscape-2-2,2055.8368794326243,1.6012542302489936,0.31201960581747196,0.1370547153967435,0.18157321497481785,1945.099290780142,2404.375886524823,-459.27659574468083
amplitude-landscape-2-1,2055.709219858156,1.6219794245350563,0.316187157928919,0.13686841772163755,0.18132640356294194,1908.531914893617,2399.177304964539,-490.64539007092196
silhouette-1,1813.5211267605634,1.682774575398294,0.3286992417844708,0.10730601629350672,0.14216145944450412,1860.826291079812,2841.50234741784,-980.6760563380282
silhouette-2,1813.5211267605634,1.7296267311619986,0.33812056724872386,0.10312280895343794,0.13661945088650748,1800.3192488262912,2906.0985915492956,-1105.7793427230047
amplitude-landscape-1-2,2055.7872340425533,1.830262692307211,0.35807006432785543,0.13995230287940402,0.1854120050038544,1663.3049645390072,2360.404255319149,-697.0992907801418
amplitude-landscape-1-1,2055.709219858156,1.877204598508493,0.36750943737325376,0.14058009662306087,0.1862437204836675,1594.2836879432625,2335.645390070922,-741.3617021276596
amplitude-silhouette-2-2,2055.886524822695,2.018876644880237,0.3959977414074715,0.12752373678701698,0.16894635698591437,1436.9645390070923,2546.496453900709,-1109.531914893617
amplitude-silhouette-2-1,2055.886524822695,2.039125934291027,0.40006959558043786,0.13236855382485854,0.17536488117152274,1396.163120567376,2473.645390070922,-1077.4822695035461
amplitude-silhouette-1-1,2055.886524822695,2.080856201427871,0.40846097954128,0.13435793155921133,0.17800045419781452,1378.7801418439717,2446.177304964539,-1067.3971631205675
amplitude-silhouette-1-2,2055.886524822695,2.1333913124721717,0.41902506931220274,0.12990264567311985,0.1720979897723637,1313.822695035461,2503.581560283688,-1189.758865248227
