,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 184.5)","(186.5, 344.5)","(345.5, 464.5)","(465.5, 547.5)","(549.5, 771.5)","(772.5, 822.5)","(823.5, 955.5)","(957.5, 1169.5)","(1170.5, 1234.5)","(1235.5, 1304.5)"
"Time length, sec",176.0,158.0,119.0,82.0,222.0,50.0,132.0,212.0,64.0,69.0
Number of epochs,164,142,105,70,204,47,125,192,64,67
