,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 55.5)","(56.5, 108.5)","(109.5, 227.5)","(231.5, 765.5)","(766.5, 946.5)","(947.5, 1001.5)","(1002.5, 1059.5)","(1060.5, 1156.5)","(1161.5, 1238.5)","(1239.5, 1304.5)"
"Time length, sec",47.0,52.0,118.0,534.0,180.0,54.0,57.0,96.0,77.0,65.0
Number of epochs,46,49,108,476,169,49,52,91,77,63
