,Feature,true,internal,external,internal-diff,external-diff,Source,Algorithm,Dimension,Stat
120,channel-0 amplitude-landscape-2-1 dim-1,0.7210402889677376,0.885490482381551,0.7797605645318466,-0.1644501934138134,-0.0587202755641089,channel-0,amplitude-landscape-2-1,dim-1,
32,channel-0 landscape dim-1 norm-2,0.7210402889677376,0.885490482381551,0.7797605645318466,-0.1644501934138134,-0.0587202755641089,channel-0,landscape,dim-1,norm-2
5238,channel-24 bd2 dim-1 norm-2,0.6731891735666112,0.8846697831344398,0.6974603795445348,-0.2114806095678285,-0.0242712059779235,channel-24,bd2,dim-1,norm-2
2497,channel-11 bd2 all norm-2,0.6873302899650555,0.882689649873022,0.7299059024804364,-0.1953593599079665,-0.0425756125153808,channel-11,bd2,all,norm-2
1454,channel-6 bd2 dim-1 percentile-75,0.5841387378125429,0.8825297404246478,0.7089570995158883,-0.2983910026121049,-0.1248183617033453,channel-6,bd2,dim-1,percentile-75
149,channel-0 life all median,0.7031043364956656,0.8757973533935464,0.7420234129453966,-0.1726930168978807,-0.038919076449731,channel-0,life,all,median
985,channel-4 life all mean,0.631492279845574,0.8746931279033539,0.7090560792532455,-0.2432008480577798,-0.0775637994076715,channel-4,life,all,mean
6058,channel-28 bd2 all mean,0.6078020213925548,0.8724409020137014,0.6331138049044562,-0.2646388806211466,-0.0253117835119014,channel-28,bd2,all,mean
2924,channel-13 bd2 dim-1 percentile-75,0.7111729263994092,0.8723421458353919,0.8055413679698005,-0.1611692194359827,-0.0943684415703912,channel-13,bd2,dim-1,percentile-75
2912,channel-13 bd2 all median,0.6578602021406261,0.86989451837595,0.7865641476634769,-0.2120343162353238,-0.1287039455228508,channel-13,bd2,all,median
19521,overall bd2 all std,0.669536915540742,0.8693429592884452,0.7841790195983127,-0.1998060437477031,-0.1146421040575706,overall,bd2,all,std
6069,channel-28 bd2 dim-1 mean,0.5926530122471033,0.8680151653186123,0.627348729832433,-0.275362153071509,-0.0346957175853296,channel-28,bd2,dim-1,mean
19443,overall amplitude-landscape-1-2 norm-1,0.5701968481164741,0.8679772564541721,0.724711025845038,-0.297780408337698,-0.1545141777285639,overall,amplitude-landscape-1-2,norm-1,
2913,channel-13 bd2 all percentile-75,0.6606411296881539,0.8673851223520673,0.785226802150347,-0.2067439926639134,-0.1245856724621931,channel-13,bd2,all,percentile-75
520,channel-2 amplitude-wasserstein-2 dim-1,0.6654912673587334,0.866707836126245,0.7485739701253782,-0.2012165687675116,-0.0830827027666447,channel-2,amplitude-wasserstein-2,dim-1,
585,channel-2 life dim-1 norm-2,0.6654912673587334,0.866707836126245,0.7485739701253782,-0.2012165687675116,-0.0830827027666447,channel-2,life,dim-1,norm-2
19454,overall amplitude-landscape-2-2 norm-2,0.5668796924627069,0.8650497499937313,0.7012996691265654,-0.2981700575310244,-0.1344199766638585,overall,amplitude-landscape-2-2,norm-2,
19498,overall life dim-2 mean,0.6271485587524367,0.864719896960933,0.7252958976034546,-0.2375713382084963,-0.0981473388510179,overall,life,dim-2,mean
104,channel-0 amplitude-betti-1 dim-1,0.6462118582990034,0.8623308248078196,0.7023003606264537,-0.2161189665088162,-0.0560885023274503,channel-0,amplitude-betti-1,dim-1,
1195,channel-5 life all mean,0.6527471052486276,0.8605040053331402,0.6916112887440425,-0.2077569000845126,-0.0388641834954149,channel-5,life,all,mean
617,channel-2 bd2 dim-1 norm-1,0.6863420580955142,0.8577468944284646,0.7443418803714935,-0.1714048363329504,-0.0579998222759793,channel-2,bd2,dim-1,norm-1
611,channel-2 bd2 dim-1 sum,0.6863420580955142,0.8577468944284646,0.7443418803714935,-0.1714048363329504,-0.0579998222759793,channel-2,bd2,dim-1,sum
107,channel-0 amplitude-betti-1 norm-2,0.6420399186270537,0.8574577384939646,0.6936674140593184,-0.2154178198669109,-0.0516274954322647,channel-0,amplitude-betti-1,norm-2,
6080,channel-28 bd2 dim-2 mean,0.6046464112240946,0.8557257157873486,0.6186744722530508,-0.251079304563254,-0.0140280610289562,channel-28,bd2,dim-2,mean
106,channel-0 amplitude-betti-1 norm-1,0.6231194388048309,0.8531400314253544,0.6763115015829503,-0.2300205926205235,-0.0531920627781193,channel-0,amplitude-betti-1,norm-1,
1020,channel-4 bd2 all sum,0.6292726513865314,0.8527232295509151,0.6514164903446826,-0.2234505781643836,-0.0221438389581511,channel-4,bd2,all,sum
1026,channel-4 bd2 all norm-1,0.6292726513865314,0.8527232295509151,0.6514164903446826,-0.2234505781643836,-0.0221438389581511,channel-4,bd2,all,norm-1
96,channel-0 amplitude-wasserstein-1 dim-1,0.6513761000432751,0.8511191186718795,0.7018153598637221,-0.1997430186286044,-0.050439259820447,channel-0,amplitude-wasserstein-1,dim-1,
158,channel-0 life dim-1 sum,0.6513761000432751,0.8511191186718795,0.7018153598637221,-0.1997430186286044,-0.050439259820447,channel-0,life,dim-1,sum
164,channel-0 life dim-1 norm-1,0.6513761000432751,0.8511191186718795,0.7018153598637221,-0.1997430186286044,-0.050439259820447,channel-0,life,dim-1,norm-1
996,channel-4 life dim-1 mean,0.6233459001015064,0.8508179544990205,0.6888186986909355,-0.2274720543975141,-0.0654727985894291,channel-4,life,dim-1,mean
99,channel-0 amplitude-wasserstein-1 norm-2,0.6513296902095235,0.8482134847380006,0.6981381323292675,-0.1968837945284771,-0.046808442119744,channel-0,amplitude-wasserstein-1,norm-2,
19450,overall amplitude-landscape-2-2 dim-1,0.5600298902055176,0.8477929712770094,0.6842869325031997,-0.2877630810714917,-0.124257042297682,overall,amplitude-landscape-2-2,dim-1,
134,channel-0 amplitude-silhouette-1-2 norm-1,0.6754452323449026,0.8476078262996197,0.715619399787204,-0.1721625939547171,-0.0401741674423014,channel-0,amplitude-silhouette-1-2,norm-1,
153,channel-0 life all norm-1,0.6417965883634388,0.84333302010996,0.6837626287503704,-0.2015364317465212,-0.0419660403869316,channel-0,life,all,norm-1
147,channel-0 life all sum,0.6417965883634388,0.84333302010996,0.6837626287503704,-0.2015364317465212,-0.0419660403869316,channel-0,life,all,sum
98,channel-0 amplitude-wasserstein-1 norm-1,0.6417965883634388,0.84333302010996,0.6837626287503704,-0.2015364317465212,-0.0419660403869316,channel-0,amplitude-wasserstein-1,norm-1,
570,channel-2 life all percentile-75,0.6483744287710376,0.8425127417356477,0.7410852354658267,-0.1941383129646101,-0.0927108066947891,channel-2,life,all,percentile-75
1017,channel-4 bd2 all max,0.6047644203809297,0.841774006499566,0.6361316838976847,-0.2370095861186363,-0.031367263516755,channel-4,bd2,all,max
3969,channel-18 bd2 dim-1 mean,0.6683631642534247,0.8407052681337146,0.709181521701189,-0.1723421038802899,-0.0408183574477643,channel-18,bd2,dim-1,mean
19463,overall amplitude-silhouette-1-2 norm-1,0.5613771904462532,0.8392008710376591,0.6999565614448813,-0.2778236805914058,-0.138579370998628,overall,amplitude-silhouette-1-2,norm-1,
597,channel-2 bd2 all max,0.5972267709709231,0.8388673177232361,0.7231831562405512,-0.2416405467523129,-0.125956385269628,channel-2,bd2,all,max
1200,channel-5 life all percentile-75,0.6059523425667755,0.8386835042016277,0.6503688723546166,-0.2327311616348522,-0.044416529787841,channel-5,life,all,percentile-75
2510,channel-11 bd2 dim-2 mean,0.6156108181593597,0.8374718291592254,0.6857145496368231,-0.2218610109998656,-0.0701037314774634,channel-11,bd2,dim-2,mean
135,channel-0 amplitude-silhouette-1-2 norm-2,0.643281167563285,0.8357024846460396,0.7093157310219165,-0.1924213170827545,-0.0660345634586314,channel-0,amplitude-silhouette-1-2,norm-2,
3973,channel-18 bd2 dim-1 median,0.6487272640531996,0.8344485428761867,0.6768303118072695,-0.1857212788229871,-0.0281030477540699,channel-18,bd2,dim-1,median
5008,channel-23 bd2 all mean,0.5766818542474678,0.8343774813405371,0.6933975768293437,-0.2576956270930693,-0.1167157225818759,channel-23,bd2,all,mean
19481,overall life all percentile-75,0.595082090389334,0.8327646064722437,0.7158057230233632,-0.2376825160829097,-0.1207236326340291,overall,life,all,percentile-75
3962,channel-18 bd2 all median,0.6377257779425335,0.8327353914660246,0.679230452512442,-0.1950096135234911,-0.0415046745699084,channel-18,bd2,all,median
209,channel-0 bd2 dim-2 norm-2,0.663040920892923,0.8311041706577781,0.7126750910844569,-0.1680632497648551,-0.0496341701915339,channel-0,bd2,dim-2,norm-2
990,channel-4 life all percentile-75,0.5825791989221076,0.8294905215322947,0.6659492190640005,-0.2469113226101871,-0.0833700201418928,channel-4,life,all,percentile-75
5019,channel-23 bd2 dim-1 mean,0.5816263139543802,0.8291218214913346,0.6888578572285686,-0.2474955075369543,-0.1072315432741883,channel-23,bd2,dim-1,mean
523,channel-2 amplitude-wasserstein-2 norm-2,0.6316239208077203,0.8291043278332142,0.7170983271183007,-0.1974804070254938,-0.0854744063105803,channel-2,amplitude-wasserstein-2,norm-2,
574,channel-2 life all norm-2,0.6316239208077203,0.8291043278332142,0.7170983271183007,-0.1974804070254938,-0.0854744063105803,channel-2,life,all,norm-2
1465,channel-6 bd2 dim-2 percentile-75,0.499006731886932,0.8290436245623204,0.6404364433160112,-0.3300368926753884,-0.1414297114290792,channel-6,bd2,dim-2,percentile-75
1001,channel-4 life dim-1 percentile-75,0.5975816468734426,0.828760297384765,0.6578375031759641,-0.2311786505113223,-0.0602558563025215,channel-4,life,dim-1,percentile-75
5245,channel-24 bd2 dim-2 percentile-75,0.6557367146464818,0.8285341467561682,0.7136605392248221,-0.1727974321096864,-0.0579238245783403,channel-24,bd2,dim-2,percentile-75
6063,channel-28 bd2 all percentile-75,0.5630529006804842,0.8272488727205195,0.6077321232122284,-0.2641959720400353,-0.0446792225317441,channel-28,bd2,all,percentile-75
19438,overall amplitude-landscape-1-1 norm-1,0.5688912730323973,0.8268052320391721,0.6834806005318957,-0.2579139590067748,-0.1145893274994984,overall,amplitude-landscape-1-1,norm-1,
3958,channel-18 bd2 all mean,0.6728038156769596,0.8266550422540795,0.7122151808293155,-0.1538512265771199,-0.0394113651523558,channel-18,bd2,all,mean
1236,channel-5 bd2 all norm-1,0.6174582619061839,0.826203625306341,0.6280504973168617,-0.208745363400157,-0.0105922354106777,channel-5,bd2,all,norm-1
1230,channel-5 bd2 all sum,0.6174582619061839,0.826203625306341,0.6280504973168617,-0.208745363400157,-0.0105922354106777,channel-5,bd2,all,sum
1464,channel-6 bd2 dim-2 median,0.5466665780148104,0.8255974876617567,0.665148923175763,-0.2789309096469462,-0.1184823451609525,channel-6,bd2,dim-2,median
1211,channel-5 life dim-1 percentile-75,0.6024336456612338,0.825586793599967,0.647597800392381,-0.2231531479387332,-0.0451641547311472,channel-5,life,dim-1,percentile-75
19499,overall life dim-2 std,0.5644752798139931,0.8255113188703296,0.6880163765753071,-0.2610360390563364,-0.1235410967613139,overall,life,dim-2,std
19480,overall life all median,0.5591416815546639,0.8253233992458027,0.661670990549697,-0.2661817176911387,-0.1025293089950331,overall,life,all,median
132,channel-0 amplitude-silhouette-1-2 dim-1,0.6430338659899808,0.823721193473159,0.6995966080145909,-0.1806873274831781,-0.05656274202461,channel-0,amplitude-silhouette-1-2,dim-1,
75,channel-0 silhouette-2 dim-1 norm-1,0.6430338659899808,0.823721193473159,0.6995966080145909,-0.1806873274831781,-0.05656274202461,channel-0,silhouette-2,dim-1,norm-1
67,channel-0 silhouette-2 dim-1 mean,0.6430338659899808,0.823721193473159,0.6995966080145909,-0.1806873274831781,-0.05656274202461,channel-0,silhouette-2,dim-1,mean
69,channel-0 silhouette-2 dim-1 sum,0.6430338659899808,0.823721193473159,0.6995966080145909,-0.1806873274831781,-0.05656274202461,channel-0,silhouette-2,dim-1,sum
1028,channel-4 bd2 dim-1 max,0.6071411080307554,0.8229531915145134,0.6508226656224305,-0.215812083483758,-0.0436815575916751,channel-4,bd2,dim-1,max
5185,channel-24 life all mean,0.6691046530949262,0.8228292060958482,0.7172373694724816,-0.153724553000922,-0.0481327163775554,channel-24,life,all,mean
2911,channel-13 bd2 all percentile-25,0.619225026859646,0.8196507353658771,0.7443526151100077,-0.2004257085062311,-0.1251275882503617,channel-13,bd2,all,percentile-25
5243,channel-24 bd2 dim-2 percentile-25,0.6157093427210878,0.8191073176961768,0.6603395244725555,-0.203397974975089,-0.0446301817514677,channel-24,bd2,dim-2,percentile-25
188,channel-0 bd2 dim-1 max,0.7013114313270963,0.8140071113061691,0.7438516541730222,-0.1126956799790728,-0.0425402228459259,channel-0,bd2,dim-1,max
989,channel-4 life all median,0.5412387624100671,0.8137800432165002,0.6120768034581994,-0.2725412808064331,-0.0708380410481323,channel-4,life,all,median
577,channel-2 life dim-1 std,0.601461868411377,0.8137556206867611,0.7022090670431966,-0.212293752275384,-0.1007471986318195,channel-2,life,dim-1,std
6073,channel-28 bd2 dim-1 median,0.5619609384643484,0.8128668450115879,0.5889547418263773,-0.2509059065472395,-0.0269938033620289,channel-28,bd2,dim-1,median
566,channel-2 life all std,0.6181549217546514,0.8117940820780063,0.7202915893470196,-0.1936391603233549,-0.1021366675923682,channel-2,life,all,std
538,channel-2 amplitude-landscape-1-2 norm-1,0.6179411174163038,0.811048329305558,0.713712168176296,-0.1931072118892542,-0.0957710507599922,channel-2,amplitude-landscape-1-2,norm-1,
19444,overall amplitude-landscape-1-2 norm-2,0.5363445587911854,0.8105839071939747,0.6770156153317042,-0.2742393484027893,-0.1406710565405188,overall,amplitude-landscape-1-2,norm-2,
619,channel-2 bd2 dim-2 max,0.5756185502682333,0.8104635096316442,0.686012761442003,-0.2348449593634108,-0.1103942111737696,channel-2,bd2,dim-2,max
19440,overall amplitude-landscape-1-2 dim-1,0.5410554788138315,0.8092600051191077,0.6717448819550718,-0.2682045263052761,-0.1306894031412402,overall,amplitude-landscape-1-2,dim-1,
6279,channel-29 bd2 dim-1 mean,0.6262543932876583,0.8075242809344247,0.6773784097618488,-0.1812698876467664,-0.0511240164741905,channel-29,bd2,dim-1,mean
19358,overall silhouette-1 dim-2 norm-1,0.5462401186052732,0.8065981720615237,0.6664525850946699,-0.2603580534562505,-0.1202124664893966,overall,silhouette-1,dim-2,norm-1
19456,overall amplitude-silhouette-1-1 dim-2,0.5462401186052732,0.8065981720615237,0.6664525850946699,-0.2603580534562505,-0.1202124664893966,overall,amplitude-silhouette-1-1,dim-2,
19350,overall silhouette-1 dim-2 mean,0.5462401186052732,0.8065981720615237,0.6664525850946699,-0.2603580534562505,-0.1202124664893966,overall,silhouette-1,dim-2,mean
19352,overall silhouette-1 dim-2 sum,0.5462401186052732,0.8065981720615237,0.6664525850946699,-0.2603580534562505,-0.1202124664893966,overall,silhouette-1,dim-2,sum
1206,channel-5 life dim-1 mean,0.6106137028911758,0.8065181809336492,0.6688034757491617,-0.1959044780424734,-0.0581897728579858,channel-5,life,dim-1,mean
6268,channel-29 bd2 all mean,0.624784871520167,0.8061470469520924,0.6805825105165874,-0.1813621754319253,-0.0557976389964203,channel-29,bd2,all,mean
546,channel-2 amplitude-landscape-2-2 norm-1,0.6049642316461482,0.8045346917760596,0.7010813719257873,-0.1995704601299114,-0.0961171402796391,channel-2,amplitude-landscape-2-2,norm-1,
1039,channel-4 bd2 dim-2 max,0.586535698435699,0.8039287690769897,0.6160724608200193,-0.2173930706412907,-0.0295367623843203,channel-4,bd2,dim-2,max
958,channel-4 amplitude-landscape-1-2 norm-1,0.5349017613374756,0.8027264223021554,0.6162946979641255,-0.2678246609646798,-0.0813929366266499,channel-4,amplitude-landscape-1-2,norm-1,
6074,channel-28 bd2 dim-1 percentile-75,0.5366517472073968,0.8023718397133424,0.6071470765404883,-0.2657200925059455,-0.0704953293330914,channel-28,bd2,dim-1,percentile-75
608,channel-2 bd2 dim-1 max,0.6016641180533309,0.802365009567164,0.7023213168423855,-0.200700891513833,-0.1006571987890546,channel-2,bd2,dim-1,max
581,channel-2 life dim-1 percentile-75,0.6238087048119368,0.8003308459616355,0.7062163486322454,-0.1765221411496986,-0.0824076438203085,channel-2,life,dim-1,percentile-75
1000,channel-4 life dim-1 median,0.5367532488535554,0.7992178070806111,0.6021390603948628,-0.2624645582270557,-0.0653858115413074,channel-4,life,dim-1,median
2928,channel-13 bd2 dim-1 norm-2,0.60224948845701,0.7988086675715029,0.7434197227497297,-0.1965591791144929,-0.1411702342927197,channel-13,bd2,dim-1,norm-2
6062,channel-28 bd2 all median,0.5700004211592005,0.7982766693625936,0.6031772047937866,-0.2282762482033931,-0.033176783634586,channel-28,bd2,all,median
160,channel-0 life dim-1 median,0.6272649222040694,0.7944906468728561,0.6750141843856736,-0.1672257246687867,-0.0477492621816042,channel-0,life,dim-1,median
1152,channel-5 amplitude-wasserstein-2 norm-1,0.5705308496325201,0.7932790751844734,0.5995111206353394,-0.2227482255519532,-0.0289802710028193,channel-5,amplitude-wasserstein-2,norm-1,
2922,channel-13 bd2 dim-1 percentile-25,0.6177339057594331,0.7929801814818962,0.7212795348369616,-0.1752462757224631,-0.1035456290775285,channel-13,bd2,dim-1,percentile-25
5196,channel-24 life dim-1 mean,0.6092270883866193,0.7909581373283026,0.6647469109199498,-0.1817310489416832,-0.0555198225333304,channel-24,life,dim-1,mean
539,channel-2 amplitude-landscape-1-2 norm-2,0.6128249388010146,0.790903251448085,0.7074425030145748,-0.1780783126470704,-0.0946175642135601,channel-2,amplitude-landscape-1-2,norm-2,
547,channel-2 amplitude-landscape-2-2 norm-2,0.6070217546052066,0.7892592326209713,0.6987265765024503,-0.1822374780157647,-0.0917048218972437,channel-2,amplitude-landscape-2-2,norm-2,
1049,channel-4 bd2 dim-2 norm-2,0.5431727238561492,0.7880672503267092,0.5877712640495916,-0.2448945264705599,-0.0445985401934423,channel-4,bd2,dim-2,norm-2
3978,channel-18 bd2 dim-1 norm-2,0.5784809309215687,0.7876672297752185,0.6322317097169714,-0.2091862988536498,-0.0537507787954026,channel-18,bd2,dim-1,norm-2
2930,channel-13 bd2 dim-2 mean,0.634039738933938,0.7874627467361877,0.7521791772582225,-0.1534230078022497,-0.1181394383242845,channel-13,bd2,dim-2,mean
19460,overall amplitude-silhouette-1-2 dim-1,0.5276234431183615,0.7873614855885447,0.6340758998365978,-0.2597380424701832,-0.1064524567182363,overall,amplitude-silhouette-1-2,dim-1,
19380,overall silhouette-2 dim-1 norm-1,0.5276234431183615,0.7873614855885447,0.6340758998365978,-0.2597380424701832,-0.1064524567182363,overall,silhouette-2,dim-1,norm-1
19374,overall silhouette-2 dim-1 sum,0.5276234431183615,0.7873614855885447,0.6340758998365978,-0.2597380424701832,-0.1064524567182363,overall,silhouette-2,dim-1,sum
19372,overall silhouette-2 dim-1 mean,0.5276234431183615,0.7873614855885447,0.6340758998365978,-0.2597380424701832,-0.1064524567182363,overall,silhouette-2,dim-1,mean
