,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 86.5)","(87.5, 411.5)","(412.5, 585.5)","(586.5, 996.5)","(997.5, 1309.5)","(1310.5, 1516.5)","(1517.5, 2120.5)","(2121.5, 2345.5)"
"Time length, sec",76.0,324.0,173.0,410.0,312.0,206.0,603.0,224.0
Number of epochs,66,282,153,342,261,184,524,205
