,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 232.5)","(233.5, 593.5)","(596.5, 919.5)","(921.5, 996.5)","(997.5, 1315.5)","(1316.5, 1558.5)","(1559.5, 2130.5)","(2131.5, 2345.5)"
"Time length, sec",222.0,360.0,323.0,75.0,318.0,242.0,571.0,214.0
Number of epochs,197,310,269,67,266,214,498,196
