,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(9.9, 101.9)","(102.7, 236.3)","(237.1, 453.1)","(454.7, 517.9)","(518.7, 610.7)","(611.5, 722.7)","(723.5, 775.5)","(777.1, 877.9)","(878.7, 938.7)"
"Time length, sec",92.0,133.60000000000002,216.00000000000003,63.19999999999999,92.0,111.20000000000005,52.0,100.79999999999995,60.0
Number of epochs,105,147,238,76,104,130,62,115,69
