,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 61.5)","(62.5, 245.5)","(246.5, 430.5)","(431.5, 718.5)","(720.5, 772.5)","(773.5, 939.5)","(940.5, 1059.5)","(1060.5, 1154.5)","(1155.5, 1239.5)","(1240.5, 1304.5)"
"Time length, sec",53.0,183.0,184.0,287.0,52.0,166.0,119.0,94.0,84.0,64.0
Number of epochs,52,166,163,256,49,155,108,89,80,62
