,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(9.9, 118.7)","(119.5, 189.1)","(190.7, 249.1)","(249.9, 508.3)","(509.1, 620.3)","(621.1, 708.3)","(709.1, 769.9)","(770.7, 877.9)","(878.7, 938.7)"
"Time length, sec",108.8,69.6,58.400000000000006,258.4,111.19999999999993,87.19999999999993,60.799999999999955,107.19999999999993,60.0
Number of epochs,124,75,66,291,126,103,70,122,69
