,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 80.5)","(81.5, 126.5)","(127.5, 270.5)","(271.5, 463.5)","(464.5, 647.5)","(648.5, 718.5)","(720.5, 962.5)","(963.5, 1076.5)","(1077.5, 1250.5)","(1251.5, 1304.5)"
"Time length, sec",72.0,45.0,143.0,192.0,183.0,70.0,242.0,113.0,173.0,53.0
Number of epochs,67,46,126,171,163,64,225,103,164,51
