,0,1,2,3,4,5,6,7
"Start-end time, sec","(5.5, 88.5)","(89.5, 302.5)","(303.5, 374.5)","(375.5, 651.5)","(652.5, 1196.5)","(1197.5, 1321.5)","(1322.5, 1503.5)","(1504.5, 1765.5)"
"Time length, sec",83.0,213.0,71.0,276.0,544.0,124.0,181.0,261.0
Number of epochs,75,201,68,249,512,117,170,240
