,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 61.5)","(62.5, 147.5)","(149.5, 219.5)","(220.5, 285.5)","(286.5, 759.5)","(760.5, 919.5)","(920.5, 970.5)","(971.5, 1059.5)","(1060.5, 1137.5)","(1139.5, 1304.5)"
"Time length, sec",53.0,85.0,70.0,65.0,473.0,159.0,50.0,88.0,77.0,165.0
Number of epochs,52,80,63,56,423,148,45,82,73,158
