,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 473.5)","(474.5, 753.5)","(755.5, 1021.5)","(1022.5, 1313.5)","(1315.5, 1465.5)","(1468.5, 1653.5)","(1654.5, 1851.5)","(1852.5, 2345.5)"
"Time length, sec",463.0,279.0,266.0,291.0,150.0,185.0,197.0,493.0
Number of epochs,404,234,227,243,136,164,163,446
