,St_len_min,K_nb_max,N_cl_max,Cl_cen,Len_min,St_edges,N_stages,Longest_stage,Shortest_stage,Avg_stage_length,Ward_dist,Cen_dist,Silh,Cal-Har,Dav-Bold,Avg-Silh,Avg-Cal-Har,Avg-Dav-Bold,AMI,ARI,FMI
0,0,35,10,Median,40,[   0   35 2252],2,2217,35,1126.0,24067.112821066254,26.428914214919295,0.45712432422605825,28.617670703673312,2.5505827126728504,0.45712432422605825,28.617670703673312,2.5505827126728504,0.6102555658518717,0.7230957735161591,0.988605415675479
1,20,35,15,Median,40,[   0  332 2119 2252],3,1787,133,750.6666666666666,66009.24701140562,19.471288733367125,0.17302931135795763,77.73890932829768,2.714288217071413,0.2860409950138062,102.75807164621301,2.263338034965016,0.9851731299359651,0.9946305107016443,0.9981475221747471
2,20,50,15,Median,40,[   0  121  727 2119 2252],4,1392,121,563.0,54311.61058346244,17.339938902528683,0.0905075987013945,65.52585365867218,3.5342402959842385,0.23546382210059313,93.79648645689093,2.5758179607391063,0.9695215881308146,0.9889287010718313,0.9940223336676717
3,40,35,10,Mode,40,[   0  330  591  727 2119 2252],5,1392,133,450.4,51502.39742093085,20.54962807233612,-0.03340631296759249,60.33793514113098,4.386310002304024,0.25026035306317107,93.54639038611948,1.8385458619693864,0.9880598953647333,0.9947596814637406,0.9969838883191116
4,40,35,15,Median,40,[   0  153  332  591  727 2119 2252],6,1392,133,375.3333333333333,49281.64766184334,21.230850861921912,-0.03305568921526402,56.02461055491378,5.938237560598391,0.26070448682219916,94.36889725930334,1.7002189229037672,0.9687866821508643,0.9906641507582787,0.9945259172895722
5,20,40,10,Median,40,[   0  153  331  591  727 2119 2204 2252],7,1392,48,321.7142857142857,39422.98106581272,22.429635423183118,-0.025477213077500165,54.258632397162636,5.1792975105991585,0.2542105723136343,72.43679451583742,1.6445671301388722,0.9604223176768709,0.9898719953053241,0.9940443067202669
6,60,40,20,Mode,40,[   0  153  330  591  727 1112 1299 2119 2252],8,820,133,281.5,38254.489032604964,18.390535880747734,-0.044379770024757514,44.344236408069584,6.6201513908918015,0.2224393173270587,75.95341604262664,2.173562215028276,0.9714251011487772,0.984518651786263,0.9876059155167484
7,40,35,15,Median,40,[   0  153  332  591  727 1112 1438 2119 2204 2252],9,681,48,250.22222222222223,33688.14781782148,19.50822541870221,-0.032511879044759315,44.99382403225161,7.349706385507425,0.22330971787729756,65.25040217781519,2.120580996555172,0.9641144755006035,0.979468700889953,0.982975953236498
8,40,40,15,Mode,40,[   0   78  330  591  727  893 1112 1438 2119 2204 2252],10,681,48,225.2,27725.67558169398,18.291252617582582,-0.051917339028387514,41.8232709831216,5.015893049625241,0.21151402895447508,53.57257824856753,2.2023455691289366,0.9595906827209445,0.9757011451690135,0.9795847972065647
9,40,35,20,Mode,40,[   0   51  330  591  727  897 1187 1299 1438 2119 2204 2252],11,681,48,204.72727272727272,26162.354234251445,18.92067582692185,-0.08704426867610764,40.292104691859144,4.170885293693757,0.2229845811185191,54.54947937902432,1.9510580708736296,0.9672677587317093,0.9804466404038612,0.9834654720573153
10,40,45,15,Mode,40,[   0   78  330  591  727  893 1112 1299 1920 1992 2119 2204 2252],12,621,48,187.66666666666666,23837.010336572475,18.242082941383774,-0.10079669100259567,36.93650382791558,4.5348378769339,0.22933407821666396,46.87277795297394,2.1059014970266556,0.9562650679872332,0.9679510932811526,0.9722471179950366
11,40,35,20,Mode,40,[   0   51  330  591  727  897 1187 1299 1438 1920 1992 2119 2204 2252],13,482,48,173.23076923076923,22378.609465820922,18.30455074640447,-0.11966568751629567,35.91150519934216,4.144458523565049,0.23241109578288063,47.575420322217404,1.9761606169738197,0.9651154625519062,0.9703615182798686,0.9737251390987999
12,20,40,20,Median,40,"[   0  158  332  591  727  897 1112 1299 1438 1552 1920 1992 2119 2204
 2252]",14,368,48,160.85714285714286,22199.418142089256,17.532478573231586,-0.11690236202064525,34.238956499666365,5.845288022857348,0.22295710251893283,45.49062354319736,2.087805736269278,0.9609737852290458,0.9586763937217542,0.9623154145634862
13,40,50,20,Mode,40,"[   0  121  330  591  727  897 1112 1187 1299 1438 1616 1920 1992 2119
 2204 2252]",15,304,48,150.13333333333333,20092.63514915203,17.099582833151853,-0.11250341151011581,32.61934755591833,5.406292355799801,0.22370878573110636,43.754209944374516,2.2240888433504873,0.96332073627057,0.9594156950600488,0.9627064106452535
14,40,35,20,Median,40,"[   0   78  158  330  451  591  727  897 1107 1187 1299 1440 1920 1992
 2119 2204 2252]",16,480,48,140.75,17848.928670991136,17.01603291263425,-0.10335605570229943,32.02060272715216,4.489508821922532,0.2054159196499915,39.27608058887081,2.155998051244806,0.9595961960394184,0.9631555163421461,0.9665393583382997
