,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(5.5, 213.5)","(214.5, 367.5)","(368.5, 459.5)","(460.5, 758.5)","(759.5, 896.5)","(897.5, 1130.5)","(1131.5, 1694.5)","(1695.5, 1784.5)","(1785.5, 2044.5)"
"Time length, sec",208.0,153.0,91.0,298.0,137.0,233.0,563.0,89.0,259.0
Number of epochs,201,144,86,282,129,222,524,84,239
