,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 237.5)","(238.5, 495.5)","(496.5, 593.5)","(596.5, 996.5)","(997.5, 1171.5)","(1172.5, 1389.5)","(1390.5, 2101.5)","(2102.5, 2345.5)"
"Time length, sec",227.0,257.0,97.0,400.0,174.0,217.0,711.0,243.0
Number of epochs,201,222,84,336,152,179,621,222
