,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 151.5)","(152.5, 203.5)","(204.5, 295.5)","(296.5, 516.5)","(517.5, 696.5)","(697.5, 820.5)","(821.5, 1001.5)","(1002.5, 1141.5)","(1142.5, 1241.5)","(1242.5, 1304.5)"
"Time length, sec",143.0,51.0,91.0,220.0,179.0,123.0,180.0,139.0,99.0,62.0
Number of epochs,134,45,82,197,159,113,167,128,95,60
