,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 234.5)","(235.5, 671.5)","(672.5, 805.5)","(806.5, 1087.5)","(1088.5, 1334.5)","(1335.5, 1756.5)","(1757.5, 2130.5)","(2131.5, 2345.5)"
"Time length, sec",224.0,436.0,133.0,281.0,246.0,421.0,373.0,214.0
Number of epochs,199,372,113,237,205,367,328,196
