,St_len_min,K_nb_max,N_cl_max,Cl_cen,Len_min,St_edges,N_stages,Longest_stage,Shortest_stage,Avg_stage_length,Ward_dist,Cen_dist,Silh,Cal-Har,Dav-Bold,Avg-Silh,Avg-Cal-Har,Avg-Dav-Bold
0,0,35,15,Mode,40,[   0  645  994 2017],3,1023,349,672.3333333333334,33685.91290642634,11.426389186697714,0.031323546459148886,46.556987407632974,5.093762918242251,0.14948778828135328,37.77404721000141,4.430423215195898
1,0,35,15,Mode,40,[   0  645  994 1275 2017],4,742,281,504.25,33588.819398639345,12.635233144678567,-0.020361647559391488,46.53615555200058,4.785802895120246,0.15727929591982082,41.337057616326554,4.0567485064992574
2,0,35,20,Median,40,[   0  541  646  995 1252 2017],5,765,105,403.4,21523.49917065726,12.966260357080065,-0.01963956907665508,45.56164144338147,5.045825567283636,0.20160053308405496,29.872233161789765,4.517565100970719
3,0,35,20,Median,40,[   0  541  646  994 1172 1746 2017],6,574,105,336.1666666666667,19811.463828206382,12.71244487854972,-0.09842804662839427,41.06293481308787,4.770930340863119,0.1769751021514596,26.746062554606407,4.237819394755697
4,0,40,20,Median,40,[   0  490  646  994 1116 1275 1746 2017],7,490,122,288.14285714285717,17140.198129395554,12.261642154287742,-0.09535050421340402,38.229537537937944,4.738250917847687,0.14083418364628822,23.111231660757614,4.260966609484651
5,0,35,20,Median,40,[   0  372  645  721  994 1116 1275 1746 2017],8,471,76,252.125,15321.1334878122,12.243664282369739,-0.10580205702547223,34.37149170081117,4.629931642401262,0.13372912642681228,20.835404621003505,4.201820086280503
6,60,50,20,Mode,40,[   0  372  545  646  906  994 1085 1275 1746 2017],9,471,88,224.11111111111111,11619.807414359784,11.37538031085731,-0.10518890493549128,31.506952975392096,5.016273507348769,0.10740875484107479,17.95208615989358,4.527633791559474
7,40,35,20,Median,40,[   0  372  545  658  833  988 1085 1168 1275 1746 2017],10,471,83,201.7,10306.057373125666,11.554770046812605,-0.1001940391645476,30.238760364879013,5.006131336308757,0.10132291664370126,14.63779611743595,4.586097165895236
8,0,45,15,Median,40,[   0  372  542  645  721  869  994 1097 1164 1275 1746 2017],11,471,67,183.36363636363637,9161.158877755279,11.587961717903838,-0.09931829731113372,28.126621566597557,5.215378786503845,0.10078543170930795,13.329212518214877,4.6206889980386965
9,0,50,20,Median,40,[   0  372  490  542  645  721  853  995 1098 1168 1275 1746 2017],12,471,52,168.08333333333334,7364.018461720898,11.25623133811571,-0.09892962227146095,26.360928161509296,5.514943956698626,0.09281541198165569,12.551780672195083,4.723601881771071
10,0,50,15,Mode,40,[   0  372  490  545  646  720  782  906  994 1097 1164 1275 1746 2017],13,471,55,155.15384615384616,7189.997680873589,11.650382814138185,-0.09786894305655937,24.75711570210366,5.692450582028078,0.08498066238603402,11.931395858023423,4.551545991420922
11,0,40,20,Median,40,"[   0  372  460  542  645  720  782  836  915  995 1098 1171 1275 1746
 2017]",14,471,54,144.07142857142858,6731.87935534053,11.972043012528898,-0.09511187700779612,23.614007720749118,5.434845839321523,0.07943319875852153,9.340098711372082,4.321007350662607
12,0,35,20,Median,40,"[   0  372  442  542  595  645  720  782  836  915  995 1097 1168 1275
 1746 2017]",15,471,50,134.46666666666667,5865.058923442841,11.449892475008076,-0.09649548039234236,21.912546879826564,5.831105481021841,0.07267756300798947,8.256991095187932,4.743403092752753
13,0,45,15,Median,40,"[   0  201  372  483  542  645  720  782  850  915  994 1097 1164 1275
 1610 1746 2017]",16,335,59,126.0625,5625.995575985121,10.793329265005505,-0.14982817419230848,21.081884811760425,5.459931246416581,0.07085606042484167,8.374401539274825,4.4771331252464455
