,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(9.9, 88.3)","(89.1, 194.7)","(195.5, 268.3)","(269.1, 506.7)","(507.5, 620.3)","(621.1, 717.1)","(719.5, 771.5)","(772.3, 877.1)","(877.9, 938.7)"
"Time length, sec",78.39999999999999,105.6,72.80000000000001,237.59999999999997,112.79999999999995,96.0,52.0,104.80000000000007,60.80000000000007
Number of epochs,91,114,83,266,128,113,62,119,70
