,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(5.5, 87.5)","(88.5, 240.5)","(241.5, 322.5)","(323.5, 421.5)","(425.5, 530.5)","(531.5, 743.5)","(744.5, 1059.5)","(1060.5, 1170.5)","(1171.5, 1389.5)"
"Time length, sec",82.0,152.0,81.0,98.0,105.0,212.0,315.0,110.0,218.0
Number of epochs,78,149,81,92,100,206,306,106,209
