,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 55.5)","(56.5, 102.5)","(103.5, 227.5)","(231.5, 700.5)","(702.5, 770.5)","(771.5, 924.5)","(926.5, 1059.5)","(1060.5, 1155.5)","(1156.5, 1250.5)","(1251.5, 1304.5)"
"Time length, sec",47.0,46.0,124.0,469.0,68.0,153.0,133.0,95.0,94.0,53.0
Number of epochs,46,43,114,418,63,143,122,90,90,51
