,N_clusters,K_neighb,Len_min,St_edges,Silh,Cal-Har,Dav-Bold
0,2,20,0,[   0  416  554 1046],0.0627471274083477,73.20121012025207,3.564361792309733
1,2,20,20,[   0  416  554 1046],0.0627471274083477,73.20121012025207,3.564361792309733
2,2,20,40,[   0  416  554 1046],0.0627471274083477,73.20121012025207,3.564361792309733
3,2,20,60,[   0  416  554 1046],0.0627471274083477,73.20121012025207,3.564361792309733
4,2,21,0,[   0  487  554 1046],0.06102815832102318,69.58232632776998,3.6674779234769566
5,2,21,20,[   0  487  554 1046],0.06102815832102318,69.58232632776998,3.6674779234769566
6,2,21,40,[   0  487  554 1046],0.06102815832102318,69.58232632776998,3.6674779234769566
7,2,21,60,[   0  487  554 1046],0.06102815832102318,69.58232632776998,3.6674779234769566
8,2,22,0,[   0   91  554 1046],0.06560642544870034,88.40392805661823,2.7220494095125733
9,2,22,20,[   0   91  554 1046],0.06560642544870034,88.40392805661823,2.7220494095125733
10,2,22,40,[   0   91  554 1046],0.06560642544870034,88.40392805661823,2.7220494095125733
11,2,22,60,[   0   91  554 1046],0.06560642544870034,88.40392805661823,2.7220494095125733
12,2,23,0,[   0   45  554 1046],0.10356062165973723,90.07945791764357,2.305061465487856
13,2,23,20,[   0   45  554 1046],0.10356062165973723,90.07945791764357,2.305061465487856
14,2,23,40,[   0   45  554 1046],0.10356062165973723,90.07945791764357,2.305061465487856
15,2,23,60,[   0  554 1046],0.10356062165973723,90.07945791764357,2.305061465487856
16,2,24,0,[   0   91  552 1046],0.06998192150484439,90.35227641876902,2.6157257322679928
17,2,24,20,[   0   91  552 1046],0.06998192150484439,90.35227641876902,2.6157257322679928
18,2,24,40,[   0   91  552 1046],0.06998192150484439,90.35227641876902,2.6157257322679928
19,2,24,60,[   0   91  552 1046],0.06998192150484439,90.35227641876902,2.6157257322679928
20,2,25,0,[   0   91  552 1046],0.07832084258954584,90.46663518712609,2.5132751041842996
21,2,25,20,[   0   91  552 1046],0.07832084258954584,90.46663518712609,2.5132751041842996
22,2,25,40,[   0   91  552 1046],0.07832084258954584,90.46663518712609,2.5132751041842996
23,2,25,60,[   0   91  552 1046],0.07832084258954584,90.46663518712609,2.5132751041842996
24,2,26,0,[   0  186  554 1046],0.06736663398547614,82.85777993050925,3.299872050277449
25,2,26,20,[   0  186  554 1046],0.06736663398547614,82.85777993050925,3.299872050277449
26,2,26,40,[   0  186  554 1046],0.06736663398547614,82.85777993050925,3.299872050277449
27,2,26,60,[   0  186  554 1046],0.06736663398547614,82.85777993050925,3.299872050277449
28,2,27,0,[   0  503  708 1046],0.16449718297199695,101.87619149353822,1.7474018946600205
29,2,27,20,[   0  503  708 1046],0.16449718297199695,101.87619149353822,1.7474018946600205
30,2,27,40,[   0  503  708 1046],0.16449718297199695,101.87619149353822,1.7474018946600205
31,2,27,60,[   0  503  708 1046],0.16449718297199695,101.87619149353822,1.7474018946600205
32,2,28,0,[   0  503  617 1046],0.05657740709783762,58.11599135247032,4.031403792786461
33,2,28,20,[   0  503  617 1046],0.05657740709783762,58.11599135247032,4.031403792786461
34,2,28,40,[   0  503  617 1046],0.05657740709783762,58.11599135247032,4.031403792786461
35,2,28,60,[   0  503  617 1046],0.05657740709783762,58.11599135247032,4.031403792786461
36,2,29,0,[   0   52  554 1046],0.06887342359246094,96.0280763970254,2.7657453305183104
37,2,29,20,[   0   52  554 1046],0.06887342359246094,96.0280763970254,2.7657453305183104
38,2,29,40,[   0   52  554 1046],0.06887342359246094,96.0280763970254,2.7657453305183104
39,2,29,60,[   0  554 1046],0.06887342359246094,96.0280763970254,2.7657453305183104
40,2,30,0,[   0  180  554 1046],0.06396525273732956,79.44259566157073,3.383374570083395
41,2,30,20,[   0  180  554 1046],0.06396525273732956,79.44259566157073,3.383374570083395
42,2,30,40,[   0  180  554 1046],0.06396525273732956,79.44259566157073,3.383374570083395
43,2,30,60,[   0  180  554 1046],0.06396525273732956,79.44259566157073,3.383374570083395
44,2,31,0,[   0   52  553 1046],0.06866256896376341,97.06265925940642,2.8067177213107106
45,2,31,20,[   0   52  553 1046],0.06866256896376341,97.06265925940642,2.8067177213107106
46,2,31,40,[   0   52  553 1046],0.06866256896376341,97.06265925940642,2.8067177213107106
47,2,31,60,[   0  553 1046],0.06866256896376341,97.06265925940642,2.8067177213107106
48,2,32,0,[   0  556  681 1046],0.17662067733432146,87.9131803332645,1.7070939640603067
49,2,32,20,[   0  556  681 1046],0.17662067733432146,87.9131803332645,1.7070939640603067
50,2,32,40,[   0  556  681 1046],0.17662067733432146,87.9131803332645,1.7070939640603067
51,2,32,60,[   0  556  681 1046],0.17662067733432146,87.9131803332645,1.7070939640603067
52,2,33,0,[   0  444  554 1046],0.061602894270467314,69.69559108647171,3.6657181742409053
53,2,33,20,[   0  444  554 1046],0.061602894270467314,69.69559108647171,3.6657181742409053
54,2,33,40,[   0  444  554 1046],0.061602894270467314,69.69559108647171,3.6657181742409053
55,2,33,60,[   0  444  554 1046],0.061602894270467314,69.69559108647171,3.6657181742409053
56,2,34,0,[   0  431  554 1046],0.060794795383577765,70.56545468713763,3.635477080108776
57,2,34,20,[   0  431  554 1046],0.060794795383577765,70.56545468713763,3.635477080108776
58,2,34,40,[   0  431  554 1046],0.060794795383577765,70.56545468713763,3.635477080108776
59,2,34,60,[   0  431  554 1046],0.060794795383577765,70.56545468713763,3.635477080108776
60,2,35,0,[   0  444  554 1046],0.06150897548284046,69.79291505932216,3.6628853324753554
61,2,35,20,[   0  444  554 1046],0.06150897548284046,69.79291505932216,3.6628853324753554
62,2,35,40,[   0  444  554 1046],0.06150897548284046,69.79291505932216,3.6628853324753554
63,2,35,60,[   0  444  554 1046],0.06150897548284046,69.79291505932216,3.6628853324753554
