,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 118.5)","(119.5, 173.5)","(174.5, 269.5)","(270.5, 344.5)","(345.5, 457.5)","(458.5, 547.5)","(549.5, 772.5)","(773.5, 955.5)","(957.5, 1089.5)","(1090.5, 1304.5)"
"Time length, sec",110.0,54.0,95.0,74.0,112.0,89.0,223.0,182.0,132.0,214.0
Number of epochs,105,49,84,68,99,76,205,171,121,202
