,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 108.5)","(109.5, 216.5)","(217.5, 299.5)","(300.5, 697.5)","(698.5, 765.5)","(766.5, 944.5)","(945.5, 1059.5)","(1060.5, 1155.5)","(1156.5, 1238.5)","(1239.5, 1304.5)"
"Time length, sec",100.0,107.0,82.0,397.0,67.0,178.0,114.0,95.0,82.0,65.0
Number of epochs,95,97,73,353,61,167,103,90,78,63
