,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 115.5)","(116.5, 219.5)","(220.5, 301.5)","(302.5, 424.5)","(425.5, 767.5)","(768.5, 949.5)","(950.5, 1059.5)","(1060.5, 1154.5)","(1155.5, 1239.5)","(1240.5, 1304.5)"
"Time length, sec",107.0,103.0,81.0,122.0,342.0,181.0,109.0,94.0,84.0,64.0
Number of epochs,102,93,72,110,304,170,98,89,80,62
