,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 234.5)","(235.5, 581.5)","(582.5, 809.5)","(810.5, 1087.5)","(1088.5, 1333.5)","(1334.5, 1798.5)","(1800.5, 2272.5)","(2273.5, 2345.5)"
"Time length, sec",224.0,346.0,227.0,277.0,245.0,464.0,472.0,72.0
Number of epochs,199,299,190,233,204,401,421,70
