,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 135.5)","(137.5, 184.5)","(186.5, 320.5)","(321.5, 456.5)","(457.5, 547.5)","(549.5, 761.5)","(762.5, 844.5)","(845.5, 958.5)","(960.5, 1131.5)","(1132.5, 1304.5)"
"Time length, sec",127.0,47.0,134.0,135.0,90.0,212.0,82.0,113.0,171.0,172.0
Number of epochs,122,42,122,118,77,195,76,107,157,164
