,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(9.9, 55.5)","(56.3, 236.3)","(237.1, 261.9)","(262.7, 506.7)","(507.5, 620.3)","(621.1, 723.5)","(724.3, 758.7)","(759.5, 877.1)","(877.9, 938.7)"
"Time length, sec",45.6,180.0,24.799999999999983,244.0,112.79999999999995,102.39999999999998,34.40000000000009,117.60000000000002,60.80000000000007
Number of epochs,52,200,28,274,128,119,41,134,70
