,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(9.9, 201.1)","(201.9, 253.9)","(254.7, 406.7)","(407.5, 600.3)","(601.1, 668.3)","(669.1, 713.9)","(714.7, 765.1)","(765.9, 840.3)","(841.1, 938.7)"
"Time length, sec",191.2,52.0,152.0,192.79999999999995,67.19999999999993,44.799999999999955,50.39999999999998,74.39999999999998,97.60000000000002
Number of epochs,213,58,169,219,77,55,58,83,114
