,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 116.5)","(117.5, 219.5)","(220.5, 298.5)","(299.5, 697.5)","(698.5, 769.5)","(770.5, 919.5)","(920.5, 1059.5)","(1060.5, 1154.5)","(1155.5, 1239.5)","(1240.5, 1304.5)"
"Time length, sec",108.0,102.0,78.0,398.0,71.0,149.0,139.0,94.0,84.0,64.0
Number of epochs,103,92,69,354,65,139,127,89,80,62
