,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 61.5)","(62.5, 219.5)","(220.5, 301.5)","(302.5, 498.5)","(499.5, 765.5)","(766.5, 924.5)","(926.5, 1059.5)","(1060.5, 1154.5)","(1155.5, 1239.5)","(1240.5, 1304.5)"
"Time length, sec",53.0,157.0,81.0,196.0,266.0,158.0,133.0,94.0,84.0,64.0
Number of epochs,52,143,72,174,238,148,122,89,80,62
