,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(5.5, 232.5)","(233.5, 273.5)","(274.5, 429.5)","(430.5, 660.5)","(661.5, 1264.5)","(1265.5, 1566.5)","(1570.5, 1924.5)","(1925.5, 2243.5)","(2244.5, 2878.5)","(2880.5, 2972.5)"
"Time length, sec",227.0,40.0,155.0,230.0,603.0,301.0,354.0,318.0,634.0,92.0
Number of epochs,224,41,144,213,579,286,339,309,591,86
