,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(9.9, 59.5)","(60.3, 195.5)","(196.3, 268.3)","(269.1, 506.7)","(507.5, 619.5)","(620.3, 717.1)","(719.5, 770.7)","(771.5, 877.1)","(877.9, 938.7)"
"Time length, sec",49.6,135.2,72.0,237.59999999999997,112.0,96.80000000000007,51.200000000000045,105.60000000000002,60.80000000000007
Number of epochs,57,149,82,266,127,114,61,120,70
