,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 156.5)","(157.5, 214.5)","(215.5, 353.5)","(354.5, 516.5)","(517.5, 700.5)","(702.5, 819.5)","(820.5, 944.5)","(945.5, 1165.5)","(1166.5, 1247.5)","(1248.5, 1304.5)"
"Time length, sec",148.0,57.0,138.0,162.0,183.0,117.0,124.0,220.0,81.0,56.0
Number of epochs,138,52,124,144,163,108,117,199,81,54
