,St_len_min,K_nb_max,N_cl_max,Cl_cen,Len_min,St_edges,N_stages,Longest_stage,Shortest_stage,Avg_stage_length,Ward_dist,Cen_dist,Silh,Cal-Har,Dav-Bold,Avg-Silh,Avg-Cal-Har,Avg-Dav-Bold,AMI,ARI,FMI
0,0,35,10,Median,40,[   0  203 1046],2,843,203,523.0,352848.687893179,46.440649972920205,0.08781470476968414,84.14725952303421,2.487151846380365,0.08781470476968414,84.14725952303421,2.487151846380365,0.2848828869021806,0.08059453794420113,0.3833225718494353
1,0,35,10,Mode,40,[   0  186  486 1046],3,560,186,348.6666666666667,217710.46479785896,38.7011615477956,0.03998707190888053,66.09048012560675,3.318163727883155,0.08329147886179358,61.288409602512516,3.059556235707145,0.54626338965058,0.28263067475544856,0.4920466711801292
2,20,50,20,Median,40,[   0  203  554  682 1046],4,364,128,261.5,301900.55465849774,53.9023595940729,0.0317697388213282,66.90041455944295,5.18269943723586,0.13976485165800492,84.78143436593145,2.1390801969272606,0.6813332159286705,0.44878812640435684,0.5908453824268066
3,60,50,10,Mode,40,[   0  186  556  682  795 1046],5,370,113,209.2,277922.14576871716,56.33058980989093,0.03585976334329228,60.7016443647081,3.957110215310545,0.15725340954903289,79.89100808456199,2.151913174252524,0.7410865516011103,0.5297458443534494,0.638452191247779
4,60,45,20,Median,40,[   0  203  554  682  841  976 1046],6,351,70,174.33333333333334,282107.797032104,59.17454021104292,0.029334422176120544,60.05489746290839,4.481565398037861,0.16644957956781972,79.38483968522722,1.9858139461413131,0.7883120400385776,0.5971983706047999,0.6809939252438286
5,60,45,20,Median,40,[   0   91  210  554  682  841  976 1046],7,344,70,149.42857142857142,230149.0963233127,55.05667484055332,0.010493146741356358,54.652698233109014,4.271088893401918,0.15153255124662243,64.84573968468658,2.132667237707421,0.8135498237265019,0.6402499848564981,0.7075077031360021
6,60,50,20,Median,40,[   0   91  210  554  682  795  857  976 1046],8,344,62,130.75,183915.56879330156,53.217451470189225,0.007743051597784736,50.297575593749194,4.663307133285116,0.1468904663479115,53.01288251934811,2.234566426850297,0.8478663973341294,0.6765023591026997,0.733423061144521
7,60,35,20,Median,40,[   0   91  210  486  556  682  795  856  976 1046],9,276,61,116.22222222222223,133285.86935493315,48.8270737356346,0.00027690151729086246,47.32628434660554,4.741023580013557,0.1260170210607772,38.373871020983415,2.4078773950311554,0.8806040550329512,0.7704426203982555,0.8021879588432547
8,60,40,20,Mode,40,[   0  124  203  265  486  556  682  780  841  976 1046],10,221,61,104.6,115996.90926985572,48.14712986033816,-0.0022705202409860972,44.87522743211628,4.029245891145186,0.12289395037029366,34.109934594276524,2.4064525707751674,0.8816805392503261,0.8160695091262935,0.8392917185099967
9,60,45,20,Median,40,[   0  124  206  283  486  556  682  779  841  888  976 1046],11,203,47,95.0909090909091,94717.08637486999,44.48809568258908,-0.00016485438609643114,41.104492681033896,4.313489437192381,0.11065762267771247,28.166532370355355,2.7243439079938105,0.8918305103182226,0.832498614924381,0.8553991082792778
10,20,45,20,Median,40,[   0   45  124  206  265  486  556  682  795  841  931  976 1046],12,221,45,87.16666666666667,92031.00560633998,45.33360626629035,-0.02676808785378916,38.64289876482636,4.072375116088296,0.10523890355879569,26.919879997131613,2.541037355142517,0.8494854067300905,0.7610724343792705,0.7920727409359385
11,20,45,20,Mode,40,[   0   45  124  210  262  332  486  556  682  795  842  931  976 1046],13,154,45,80.46153846153847,83159.97314745594,42.87765700232845,-0.030438327661488355,36.01376714212448,4.126444455749086,0.09800459050814687,24.351812105996498,2.8048377868106424,0.8335205608211269,0.6955153683278514,0.739863532879438
