,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 424.5)","(425.5, 618.5)","(619.5, 859.5)","(860.5, 1243.5)","(1249.5, 1502.5)","(1503.5, 1768.5)","(1769.5, 2158.5)","(2159.5, 2345.5)"
"Time length, sec",414.0,193.0,240.0,383.0,253.0,265.0,389.0,186.0
Number of epochs,360,166,202,326,221,228,344,170
