,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 437.5)","(438.5, 613.5)","(614.5, 852.5)","(853.5, 1036.5)","(1037.5, 1321.5)","(1323.5, 1402.5)","(1403.5, 1894.5)","(1896.5, 2345.5)"
"Time length, sec",427.0,175.0,238.0,183.0,284.0,79.0,491.0,449.0
Number of epochs,372,150,199,157,237,72,425,405
