,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(9.9, 83.5)","(84.3, 229.1)","(229.9, 340.3)","(341.1, 417.1)","(417.9, 560.3)","(561.1, 626.7)","(627.5, 734.7)","(735.5, 840.3)","(841.1, 938.7)"
"Time length, sec",73.6,144.8,110.4,76.0,142.39999999999998,65.60000000000002,107.20000000000005,104.79999999999995,97.60000000000002
Number of epochs,85,160,120,85,163,76,126,117,114
