,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(6.5, 111.5)","(112.5, 175.5)","(176.5, 268.5)","(269.5, 610.5)","(611.5, 733.5)","(734.5, 955.5)","(956.5, 1218.5)","(1219.5, 1439.5)","(1440.5, 1766.5)"
"Time length, sec",105.0,63.0,92.0,341.0,122.0,221.0,262.0,220.0,326.0
Number of epochs,105,63,87,311,117,203,246,208,311
