name,score,mean,variance,unique_values,normalized_score
channel-0 betti dim-1 max,0.40479283636736896,1.197741845108746e-16,0.9999999999999998,25,0.06863481973391902
channel-0 betti dim-1 mean,0.0,0.0,0.0,1,0.0
channel-0 betti dim-1 std,0.449305457892925,-1.972751274296758e-16,1.0000000000000002,421,0.07618217601054551
channel-0 betti dim-1 sum,0.0,0.0,0.0,1,0.0
channel-0 betti dim-1 percentile-25,0.0,0.0,0.0,1,0.0
channel-0 betti dim-1 median,0.0,0.0,0.0,1,0.0
channel-0 betti dim-1 percentile-75,0.0,0.0,0.0,1,0.0
channel-0 betti dim-1 kurtosis,0.40060894434170896,1.4091080530691128e-17,1.0000000000000002,2003,0.06792541816064922
channel-0 betti dim-1 skew,0.21808511903732936,-4.579601172474617e-17,1.0000000000000002,1991,0.036977514143044225
channel-0 betti dim-1 norm-1,0.18780307089598605,1.550018858376024e-16,1.0,38,0.031843028725746216
channel-0 betti dim-1 norm-2,0.44930545789292486,1.9022958716433026e-16,0.9999999999999999,421,0.07618217601054549
channel-0 betti dim-2 max,0.23490217333720304,-8.454648318414677e-17,1.0,11,0.03982893686259016
channel-0 betti dim-2 mean,0.0,0.0,0.0,1,0.0
channel-0 betti dim-2 std,0.14165624172633345,-2.536394495524403e-16,1.0000000000000002,78,0.024018583684242062
channel-0 betti dim-2 sum,0.0,0.0,0.0,1,0.0
channel-0 betti dim-2 percentile-25,0.0,0.0,0.0,1,0.0
channel-0 betti dim-2 median,0.0,0.0,0.0,1,0.0
channel-0 betti dim-2 percentile-75,0.0,0.0,0.0,1,0.0
channel-0 betti dim-2 kurtosis,0.27233083661239965,-2.2545728849105805e-16,1.0,619,0.0461751696166779
channel-0 betti dim-2 skew,0.4496694918111266,-7.92623279851376e-18,1.0000000000000002,694,0.07624389993475578
channel-0 betti dim-2 norm-1,0.2633588537959183,-1.550018858376024e-16,0.9999999999999999,20,0.04465392129422449
