,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 407.5)","(409.5, 618.5)","(619.5, 859.5)","(860.5, 1240.5)","(1242.5, 1503.5)","(1505.5, 1661.5)","(1663.5, 2116.5)","(2117.5, 2345.5)"
"Time length, sec",397.0,209.0,240.0,380.0,261.0,156.0,453.0,228.0
Number of epochs,346,180,202,324,224,140,393,208
