,0,1,2,3,4,5,6,7,8,9
"Start-end time, sec","(8.5, 73.5)","(75.5, 238.5)","(239.5, 442.5)","(443.5, 697.5)","(698.5, 776.5)","(777.5, 914.5)","(915.5, 970.5)","(971.5, 1059.5)","(1060.5, 1172.5)","(1173.5, 1304.5)"
"Time length, sec",65.0,163.0,203.0,254.0,78.0,137.0,55.0,88.0,112.0,131.0
Number of epochs,62,149,179,228,71,129,49,82,103,128
