,0,1,2,3,4,5,6,7
"Start-end time, sec","(10.5, 437.5)","(438.5, 672.5)","(675.5, 762.5)","(763.5, 1170.5)","(1171.5, 1361.5)","(1362.5, 1502.5)","(1503.5, 2016.5)","(2017.5, 2345.5)"
"Time length, sec",427.0,234.0,87.0,407.0,190.0,140.0,513.0,328.0
Number of epochs,372,200,74,348,157,124,447,295
