,St_len_min,K_nb_max,N_cl_max,Cl_cen,Len_min,St_edges,N_stages,Longest_stage,Shortest_stage,Avg_stage_length,Ward_dist,Cen_dist,Silh,Cal-Har,Dav-Bold,Avg-Silh,Avg-Cal-Har,Avg-Dav-Bold,AMI,ARI,FMI
0,0,45,10,Mode,40,[   0  210  556 1046],3,490,210,348.6666666666667,104705.61687978254,25.49529669373505,0.08490154304402692,120.84833790915933,2.8940163607650042,0.1532188478969668,99.51658703485883,2.577888188267977,0.5753964690653768,0.3299733619454347,0.5227316172925507
1,20,35,15,Median,40,[   0  209  556  682 1046],4,364,126,261.5,129767.80376283439,35.1816668799384,0.0847602044418681,121.49419901622691,3.0093641196268672,0.22704000620865614,128.95033060428202,1.617738413084983,0.6855951016742271,0.453030496731684,0.5942370186377719
2,0,35,10,Mode,40,[   0  210  556  682  856 1046],5,346,126,209.2,124391.18325214992,35.95214209996888,0.08290183035971349,113.70825507484423,2.5457943995268315,0.24506610670776535,131.05398321314033,1.6036079459567683,0.7694285743173518,0.5747504773180264,0.6695058615305255
3,0,40,10,Mode,40,[   0  210  556  682  856  976 1046],6,346,70,174.33333333333334,116904.7554441153,37.7084578559943,0.06597030955151972,106.17840987720466,3.1449499507678436,0.26902548134448157,130.96711226327798,1.4288168765065024,0.8081193758934515,0.6118342075493322,0.6937103440342557
4,40,35,20,Mode,40,[   0  124  210  556  682  856  976 1046],7,346,70,149.42857142857142,89072.52903878198,35.1286856369527,0.04849289375113973,96.60299964397291,3.0980848687869726,0.24597597948444835,100.78172382389721,1.589087624553758,0.824152262039783,0.6400422436727738,0.7083666897652272
5,60,35,20,Mode,40,[   0  124  210  286  556  682  856  976 1046],8,270,70,130.75,71614.08936434491,31.8251669412567,0.054076418125829334,88.02916096713527,3.045666255530877,0.21430559198633164,83.07800161313055,1.813142552930253,0.8650321022128972,0.7416555405661969,0.7803480531572331
6,60,45,20,Median,40,[   0  124  210  286  556  682  788  857  976 1046],9,270,69,116.22222222222223,59071.22246009922,31.2685056451308,0.04290402534073216,83.87261218778622,2.991397610857017,0.21842697356280885,71.49802546804415,1.7858220700912772,0.8906324839321185,0.7848737951552847,0.8141168093316551
7,60,45,20,Mode,40,[   0  124  210  332  486  556  682  788  856  976 1046],10,154,68,104.6,46947.17215065224,29.339195095303808,0.030178581472740808,78.57478328586866,2.9100506560440267,0.19848879658751817,58.85142957083596,1.8839751900143635,0.8789700011361211,0.7706821678304904,0.8007248558686204
8,60,50,20,Mode,40,[   0  124  210  263  332  486  556  682  788  856  976 1046],11,154,53,95.0909090909091,42380.72870753656,28.819284435714756,0.02970556799547046,73.92911077378291,2.872004445758641,0.1896174400088127,53.328221733816505,1.9083445462247546,0.8810357648653633,0.7799068761690069,0.8108499732742261
9,20,40,20,Median,40,[   0   52  137  210  263  335  486  556  681  788  857  976 1046],12,151,52,87.16666666666667,38065.373057560086,27.445600102580258,0.022911530376711516,68.7285075261511,2.935922100613258,0.17970004998086112,48.24826144393108,2.0020202326921046,0.8631132101786962,0.7418171113035456,0.7798271281471835
10,20,45,20,Mode,40,[   0   52  124  210  263  332  486  556  682  788  856  931  976 1046],13,154,45,80.46153846153847,33848.54496627048,26.868409312407618,0.001721323429625411,64.84184553763399,2.878289439896479,0.17308964489931258,42.67373766081352,2.0263328177075386,0.855528786730318,0.7217611886098569,0.764808599413878
