,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(9.9, 118.7)","(119.5, 198.7)","(199.5, 266.7)","(267.5, 508.3)","(509.1, 620.3)","(621.1, 710.7)","(711.5, 771.5)","(772.3, 877.1)","(877.9, 938.7)"
"Time length, sec",108.8,79.19999999999999,67.19999999999999,240.8,111.19999999999993,89.60000000000002,60.0,104.80000000000007,60.80000000000007
Number of epochs,124,86,76,270,126,106,69,119,70
