,0,1,2,3,4,5,6,7,8
"Start-end time, sec","(5.5, 211.5)","(212.5, 434.5)","(437.5, 553.5)","(555.5, 758.5)","(759.5, 896.5)","(897.5, 1128.5)","(1129.5, 1498.5)","(1499.5, 1704.5)","(1705.5, 2044.5)"
"Time length, sec",206.0,222.0,116.0,203.0,137.0,231.0,369.0,205.0,339.0
Number of epochs,199,209,110,195,129,220,345,191,313
